,L1_name,L1_id,L2_name,L2_id,name,id
24,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,悲情者遗物,7887
25,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,引路者的旅行书,7886
26,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,暗黑术士亲笔古书,7885
27,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,能量回流控制者,7884
28,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,末日之刻,7883
29,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,高贵之天,7882
30,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,军神的遗书,7881
31,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,支配者王冠,7746
32,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,青面修罗的面具,7354
33,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,过往时光的轮回,7329
34,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,聚魔漩涡,7227
35,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,禁断契约书,7226
36,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,蓬勃生命的落幕,7872
37,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,命运的捉弄,7871
38,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,次元穿越者之印,7870
39,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,支配黑暗之环,7869
40,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,祝福之风 - 西尔芙,7868
41,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,红兔之祝福,7867
42,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,寂静无言之露珠,7866
43,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,盖柏 : 完美的均衡,7865
44,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,无念剑环,7745
45,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,先贤的馈赠戒指,7369
46,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,骸麒之戒,7222
47,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,维度粉碎戒指,7021
48,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,流光星陨刀,6762
49,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,圣物:暮冰精灵的云影长矛,6761
50,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,童趣灵兔扫把,6760
51,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,菜鸟杀手,6759
52,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,圣物:恶魔守卫的木卫三手弩,6758
53,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,极炎地狱,6756
54,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,真&middot;血之裂痕,6755
55,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,织炎,6754
56,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,真&middot;尤里斯的次元光剑,6753
57,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,空蝉之鸣,6752
58,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,暗影刀-追魂,6751
59,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,电闪雷鸣,6750
60,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,真&middot;魔剑-阿波菲斯,6749
61,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,远古之断魂,6748
62,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,最佳球手之球,7225
63,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,污浊之魂戒指 - 毒,775
64,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,污浊之魂戒指 - 血,779
65,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,魔灵瞳 - 杀呐之音,764
66,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,释灵渊,904
67,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,伪装者的迷惑之戒,838
68,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,污浊之魂戒指 - 火,802
69,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,武之禅 - 静心,771
70,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,王权之卫 - 火,883
71,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,污浊之魂戒指 - 电,799
72,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,龙战玄黄 - 血战之灵,749
73,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,魔晶进化 - 智者之心,763
74,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,污浊之魂戒指 - 乱,822
75,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,双龙魔影剑,6747
76,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,圣物:冥域魔神的逆光长剑,6746
77,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,圣物:炎魔精灵的卡弗斯光剑,6745
78,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,圣物:守望天使的凝光剑,6744
79,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,圣物:玄冰精灵之朱诺星剑,6743
80,武器,3fce2f34967249d8bde5b86cbdcc1078,幻化武器,511e9dba8c1246e1a3354c225b4b7418,圣物:恶魔守卫的爆炎光剑,6742
81,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,狂乱之坚如磐石,7880
82,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,支配战场的呐喊,7879
83,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,时间指引之针,7878
84,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,执着的探求,7877
85,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,火魔之焰 - 沙罗曼达,7876
86,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,白象之庇护,7875
87,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,拥抱晨曦之温暖,7874
88,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,莱多 : 变幻的规律,7873
89,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,无言怒火,7744
90,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,轮回&middot;先贤的馈赠手镯,7626
91,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,轮回&middot;维度冲击臂环,7381
92,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,先贤的馈赠手镯,7370
93,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,噙毒手套,7352
94,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,天衍万物,7349
95,武器,3fce2f34967249d8bde5b86cbdcc1078,棍棒,5dd5460e3de74075ae1bf28246a6fd55,飘零之花棍棒,7671
96,武器,3fce2f34967249d8bde5b86cbdcc1078,棍棒,5dd5460e3de74075ae1bf28246a6fd55,不落皇冠,2564
97,武器,3fce2f34967249d8bde5b86cbdcc1078,棍棒,5dd5460e3de74075ae1bf28246a6fd55,牛头械王的能源战棍,194
98,武器,3fce2f34967249d8bde5b86cbdcc1078,棍棒,5dd5460e3de74075ae1bf28246a6fd55,卡勒特的双头鹰棍,192
99,武器,3fce2f34967249d8bde5b86cbdcc1078,棍棒,5dd5460e3de74075ae1bf28246a6fd55,红曜晶石棍,195
100,武器,3fce2f34967249d8bde5b86cbdcc1078,棍棒,5dd5460e3de74075ae1bf28246a6fd55,圣物:天空战神的鲁因长棍,3615
101,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,精灵的思乡夜曲,8840
102,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,纵横次元,8372
103,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,时空游侠,8371
104,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,时空旅人,8370
105,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,希望之启示,8361
106,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,隐忍之启示,8360
107,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,信念之启示,8359
108,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,勇气之启示,8358
109,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,骑士之誓[暗],8064
110,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,骑士之誓[光],8063
111,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,骑士之誓[冰],8062
112,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,骑士之誓[火],8061
113,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,激狂之怒,7864
114,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,悲痛者项链,7863
115,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,引路者的四季项链,7862
116,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,堕落世界树之生命,7861
117,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,冷焰之冰 - 温蒂妮,7860
118,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,四叶草之初心,7859
119,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,驱散月光之黎明,7858
120,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,肯那兹 : 精神燎原之火,7857
121,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,无形青岩,7743
122,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,先贤的馈赠项链,7368
123,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,先知者的预言,7347
124,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,全能霸域,7344
125,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,百变千蛛,7341
126,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,狂乱之天灾降临,7896
127,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,寂寞的呼喊,7895
128,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,被困的时之沙,7894
129,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,暗黑术士的精髓,7893
130,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,电光能量支配者,7892
131,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,时之漩涡,7891
132,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,智慧之地,7890
133,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,军神的庇护宝石,7889
134,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,灵魂掠夺者,7747
135,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,赤鬼的次元石,7365
136,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,江山如故,7362
137,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,扭曲的异界魔石,7359
138,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,战术之王的战术指挥棒,7224
139,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,全元素水晶,7223
140,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,鸣风之舞指环,834
141,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,耀武锋芒指环,891
142,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,污浊之魂戒指 - 暗,825
143,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,王权之卫 - 风,878
144,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,里昂的意念之戒,850
145,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,黑暮瞳,901
146,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,忆古昔 - 平乱诀,767
147,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,杰诺的支配之戒,854
148,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,双生之环戒指,2605
149,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,盗墓王的弥留之戒,863
150,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,芝诺的毁灭之戒,842
151,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,圣物:荣耀的阴影之迹戒指,3663
152,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,维度冲击臂环,7020
153,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,贝奇的玩具手镯,2606
154,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,牛头械王的超能手环,1058
155,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,咕噜的指南针手环,972
156,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,王权之卫 - 守护,1010
157,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,剥筋蚀骨手镯,964
158,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,龙战玄黄 - 激战之魂,914
159,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,极光之舞手镯,982
160,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,武之禅 - 灼炎,943
161,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,牛头统帅的权威手环,1052
162,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,万兽之瞳,1039
163,首饰,18f7c15b1b3c40b9add106948639dec3,手镯,c9a0caed330c4fd19ad8f5306d1e2836,冰封雪殒手镯,1043
164,武器,3fce2f34967249d8bde5b86cbdcc1078,棍棒,5dd5460e3de74075ae1bf28246a6fd55,释魂之真灵战棍,193
165,武器,3fce2f34967249d8bde5b86cbdcc1078,棍棒,5dd5460e3de74075ae1bf28246a6fd55,民兵队长的破敌战棍,191
166,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,永恒战吼,7953
167,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,永恒判罪,7952
168,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,永恒追猎,7951
169,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,使徒降临,7094
170,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,权御九界,7299
171,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,无畏牺牲者,7298
172,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,无畏死亡者,7297
173,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,无畏战争者,7296
174,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,无畏战斗者,7295
175,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,超越极限者,6920
176,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,与艾丽西亚相逢,6886
177,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,与贝奇邂逅,6885
178,首饰,18f7c15b1b3c40b9add106948639dec3,称号,d1b9477e20714274850ab84656ec07a8,雷姆的真心,6720
179,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,天御万物,7338
180,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,杀戮之决,7335
181,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,逝魔之痕,7332
182,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,维度定位项链,7019
183,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,公爵尤里斯的野心,1112
184,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,寒蝉鸣泣之石,657
185,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,黑月之潮,32
186,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,天火之祀,1091
187,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,哈尼克的骨甲链,1142
188,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,不动如山,1140
189,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,黄金翡翠项链,2641
190,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,恋人永隔之凄清项链,31
191,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,落炎之舞项坠,660
192,首饰,18f7c15b1b3c40b9add106948639dec3,项链,598b26b621e246d38e631eb42819b207,成王之志,1141
193,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,冰雪公主结晶,7356
194,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,腐蚀之黑色尖角,7023
195,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,戮蛊的记忆之眼,494
196,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,日落狂沙之石,500
197,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,狄瑞吉的邪念之瞳,504
198,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,贪欲之瞳,505
199,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,哈尼克的血凝石,507
200,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,聚灵之核,496
201,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,暗精灵的融合心脏,503
202,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,巨灵封印之瞳,497
203,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,王者耀世之威,491
204,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,被诅咒的冰魄魂石,498
205,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,阿波菲斯之眼,502
206,特殊装备,64b8fd16060445419e467f1471e4736d,魔法石通用,c4d4872bd34c4278ab19358e2d70123f,突击队长的核心晶石,510
207,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,腐蚀之黑色面具,7022
208,特殊装备,64b8fd16060445419e467f1471e4736d,辅助装备通用,b98c6889625840a48e2204021051e0fb,魔剑阿波菲斯的剑鞘,466
209,首饰,18f7c15b1b3c40b9add106948639dec3,戒指,f95e18c5212d4138b1b278062b29a0f5,波罗丁的迷离之戒,835
