x,最低价-防具-Lv100堕落的遗影（低）,最低价-防具-Lv100传说防具（低）,最低价-防具-Lv85安徒恩传说防具（低）,最低价-防具-Lv85远古/魂远古传说防具（低）,最低价-防具-Lv90传说防具（低）,最低价-武器-Lv100史诗武器（低）,最低价-武器-Lv85远古/魂远古传说武器（低）,最低价-武器-Lv90传说武器（低）,最低价-武器-Lv85安徒恩传说武器（低）,最低价-首饰-Lv85传说首饰（低）,最低价-首饰-Lv80以下传说首饰（低）,最低价-特殊装备-Lv85传说魔法石（低）,最低价-特殊装备-Lv85传说辅助（低）,最低价-附魔卡片及宝珠-传说卡片（低）,最低价-附魔卡片及宝珠-神器卡片（低）,最低价-附魔卡片及宝珠-稀有卡片（低）,最低价-武器-Lv85释魂武器（低）
17.08.03,,,3291755.0,3501677.0,7555665.0,,3357661.0,8981192.0,3210528.0,6659958.0,1738529.0,6959257.0,7168937.0,,1601820.0,313383.0,6671100.0
17.08.04,,,3304366.0,3516726.0,7381225.0,,3308745.0,8560604.0,3210525.0,6651061.0,1860255.0,7051198.0,7212870.0,,1612950.0,331620.0,6614877.0
17.08.05,,,3302190.0,3540329.0,7188170.0,,3308478.0,8359110.0,3179530.0,6556366.0,2007088.0,6967250.0,7110241.0,,1614050.0,336361.0,5725201.0
17.08.06,,,3249335.0,3509712.0,7087590.0,,3265020.0,8451685.0,3122318.0,6469215.0,2122852.0,6789146.0,6948645.0,,1620541.0,330204.0,6688701.0
17.08.07,,,3200143.0,3473527.0,6973439.0,,3271673.0,8308173.0,3119437.0,6429972.0,2180744.0,6683575.0,6934013.0,,1627518.0,331341.0,6722726.0
17.08.08,,,3207196.0,3505826.0,6948818.0,,3302762.0,8313160.0,3121314.0,6445004.0,2214018.0,6659094.0,6897825.0,,1630427.0,331544.0,6872311.0
17.08.09,,,3280584.0,3575808.0,6833970.0,,3328242.0,8261391.0,3171161.0,6550092.0,2236694.0,6673684.0,6805664.0,,1633284.0,338072.0,6715341.0
17.08.10,,,3275878.0,3603588.0,6796156.0,,3391694.0,8186705.0,3245557.0,6638352.0,2200290.0,6719437.0,7005431.0,,1641050.0,343906.0,6503007.0
17.08.11,,,3327140.0,3717804.0,6783047.0,,3456184.0,7981226.0,3248525.0,6585516.0,2178097.0,6734559.0,6945587.0,,1652308.0,360039.0,6485855.0
17.08.12,,,3298742.0,3624842.0,6747870.0,,3438614.0,7868610.0,3226326.0,6549866.0,2128640.0,6649207.0,6891638.0,,1655197.0,359917.0,6543165.0
17.08.13,,,3235292.0,3523801.0,6793763.0,,3409695.0,8131200.0,3184008.0,6555179.0,2039793.0,6538061.0,6746557.0,,1656419.0,354753.0,6698802.0
17.08.14,,,3213761.0,3490591.0,6682946.0,,3348334.0,7843166.0,3182436.0,6548300.0,1936275.0,6525283.0,6666208.0,,1663544.0,354035.0,6667622.0
17.08.15,,,3278985.0,3424640.0,6392082.0,,3271658.0,7738846.0,3197619.0,6541902.0,1854577.0,6465886.0,6681512.0,,1668054.0,350520.0,6635462.0
17.08.16,,,3290508.0,3382652.0,6535589.0,,3382950.0,7907677.0,3226670.0,6638916.0,1807944.0,6536154.0,6806927.0,,1666983.0,351756.0,6560668.0
17.08.17,,,3313854.0,3420178.0,6344804.0,,3335396.0,7632951.0,3260779.0,6815138.0,1734030.0,6498648.0,6931045.0,,1679688.0,351612.0,6532166.0
17.08.18,,,3289802.0,3445297.0,6358321.0,,3367094.0,7584596.0,3285314.0,6773971.0,1705190.0,6386632.0,6792493.0,,1672266.0,356097.0,6476648.0
17.08.19,,,3294104.0,3453590.0,6323205.0,,3477356.0,7566194.0,3339764.0,6732757.0,1670248.0,6268734.0,6629144.0,,1681433.0,359079.0,6572597.0
17.08.20,,,3332323.0,3638798.0,6338448.0,,3544259.0,7798504.0,3372401.0,6655936.0,1633793.0,6139025.0,6381907.0,,1673745.0,353943.0,6553037.0
17.08.21,,,3349145.0,3669343.0,6234004.0,,3681398.0,7798486.0,3448326.0,6559663.0,1587598.0,5998885.0,6179414.0,,1664335.0,351561.0,6443557.0
17.08.22,,,3383049.0,3697240.0,6037747.0,,3767943.0,7746891.0,3419777.0,6605898.0,1580838.0,5958576.0,6202333.0,,1659902.0,351580.0,6592900.0
17.08.23,,,3439288.0,3727759.0,5992208.0,,3712204.0,7658452.0,3448087.0,6449801.0,1608583.0,5895598.0,6130058.0,,1669033.0,353397.0,6674482.0
17.08.24,,,3516394.0,3787842.0,5790687.0,,3707163.0,7169137.0,3430674.0,6624535.0,1648482.0,5895670.0,6181866.0,,1700066.0,356753.0,6656732.0
17.08.25,,,3523795.0,3814720.0,5767526.0,,3697382.0,7027553.0,3477442.0,6606258.0,1679369.0,5868555.0,6184103.0,,1725466.0,369380.0,6659241.0
17.08.26,,,3570394.0,3831436.0,5654098.0,,3709466.0,7062070.0,3516245.0,6566729.0,1650654.0,5729459.0,6101986.0,,1761976.0,391060.0,6569019.0
17.08.27,,,3525271.0,3810066.0,5564885.0,,3742285.0,7169393.0,3498777.0,6435702.0,1631623.0,5593225.0,5879000.0,,1757729.0,378870.0,6552788.0
17.08.28,,,3487320.0,3851055.0,5506445.0,,3741848.0,7182993.0,3468137.0,6381345.0,1627312.0,5534494.0,5771515.0,,1761098.0,379005.0,6643456.0
17.08.29,,,3506451.0,3755989.0,5598217.0,,3660460.0,7018436.0,3445928.0,6253678.0,1628180.0,5418106.0,5756833.0,,1760333.0,374063.0,6651776.0
17.08.30,,,3518494.0,3717155.0,5539383.0,,3626237.0,7122324.0,3475555.0,6221215.0,1578806.0,5387579.0,5665943.0,,1753292.0,373607.0,6651336.0
17.08.31,,,3574004.0,3765011.0,5536559.0,,3678469.0,7073493.0,3527046.0,6218790.0,1627678.0,5375433.0,5678831.0,,1751513.0,373715.0,6677303.0
17.09.01,,,3609079.0,3768257.0,5510153.0,,3753064.0,7002302.0,3567402.0,6229101.0,1625615.0,5413327.0,5706917.0,,1743017.0,375460.0,6567497.0
17.09.02,,,3644140.0,3801212.0,5453403.0,,3759547.0,7041224.0,3570008.0,6239707.0,1633715.0,5341545.0,5640223.0,,1744728.0,376566.0,6607389.0
17.09.03,,,3593692.0,3802349.0,5656956.0,,3723798.0,7208293.0,3555994.0,6131003.0,1689194.0,5224271.0,5458394.0,,1729583.0,372838.0,6644145.0
17.09.04,,,3550016.0,3823703.0,5676573.0,,3698562.0,7226437.0,3530853.0,6102822.0,1755267.0,5144478.0,5321007.0,,1730562.0,372233.0,6608306.0
17.09.05,,,3556026.0,3848519.0,5487424.0,,3663530.0,7250752.0,3504054.0,6052605.0,1896991.0,5103579.0,5284984.0,,1722221.0,370003.0,6567070.0
17.09.06,,,3554978.0,3811081.0,5509543.0,,3710308.0,7318020.0,3538590.0,6059492.0,1980907.0,5106924.0,5214505.0,,1726268.0,370058.0,5552313.0
17.09.07,,,3615747.0,3833786.0,5440731.0,,3705602.0,7141760.0,3610815.0,6136545.0,2026728.0,5189986.0,5273668.0,,1731142.0,370232.0,6635466.0
17.09.08,,,3720263.0,3981596.0,5572531.0,,3688429.0,7185509.0,3673514.0,6178794.0,2100957.0,5237470.0,5348870.0,,1739277.0,374273.0,5592149.0
17.09.09,,,3706014.0,4049866.0,5626888.0,,3679287.0,7179465.0,3721325.0,6173367.0,2140728.0,5131327.0,5378615.0,,1731356.0,381058.0,5821733.0
17.09.10,,,3678741.0,4018955.0,5859038.0,,3808979.0,7367917.0,3675786.0,6165134.0,2179377.0,5036060.0,5267376.0,,1729483.0,379979.0,6656387.0
17.09.11,,,3663238.0,3923027.0,5965045.0,,3785342.0,7228281.0,3618577.0,6156284.0,2179257.0,4985308.0,5194833.0,,1737181.0,380057.0,6672184.0
17.09.12,,,3633834.0,3846350.0,5928273.0,,3734751.0,7263241.0,3607536.0,6170751.0,2215759.0,4938822.0,5179497.0,,1737922.0,379162.0,6628179.0
17.09.13,,,3646141.0,3851500.0,5974114.0,,3816839.0,7182461.0,3627657.0,5775773.0,2153917.0,4960825.0,5208322.0,,1743598.0,379983.0,6715067.0
17.09.14,,,3742196.0,3855796.0,5957160.0,,3871529.0,7323519.0,3667258.0,6091768.0,2110427.0,5132778.0,5329793.0,,1746071.0,380850.0,6692466.0
17.09.15,,,3799955.0,3981249.0,5884836.0,,3930713.0,7337950.0,3734688.0,6411938.0,2081359.0,5178461.0,5482809.0,,1756866.0,390239.0,6660183.0
17.09.16,,,3799040.0,3973377.0,5909994.0,,3964326.0,7299108.0,3804677.0,6407510.0,2028639.0,5245065.0,5548296.0,,1769084.0,401013.0,6648409.0
17.09.17,,,3756252.0,3934795.0,6105352.0,,3945756.0,7449164.0,3749662.0,4440035.0,1918491.0,5171594.0,5387971.0,,1771526.0,396112.0,6651519.0
17.09.18,,,3738281.0,3963509.0,6051177.0,,3869785.0,7602004.0,3707544.0,6249121.0,1850539.0,5074409.0,5304170.0,,1769570.0,394441.0,6700885.0
17.09.19,,,3735062.0,3793391.0,6077740.0,,3799643.0,7581648.0,3706115.0,6266943.0,1804973.0,5067050.0,5296486.0,,1772415.0,392644.0,6690824.0
17.09.20,,,3729684.0,3849960.0,6047288.0,,3582517.0,7614311.0,3727184.0,6275442.0,1787032.0,5109843.0,5297507.0,,1775151.0,395006.0,6693686.0
17.09.21,,,3740183.0,3987449.0,6026250.0,,3841009.0,7565019.0,3764626.0,6339627.0,1752479.0,5126457.0,5335609.0,,1777103.0,394970.0,6769278.0
17.09.22,,,3945281.0,4273778.0,5965118.0,,4070456.0,7556050.0,3925044.0,6528521.0,1831306.0,5379825.0,5663105.0,,1779075.0,404593.0,6825823.0
17.09.23,,,4005373.0,4466800.0,5970127.0,,4164333.0,7432496.0,3945654.0,6557581.0,1829694.0,5370872.0,5707487.0,,1791787.0,405294.0,7163587.0
17.09.24,,,3943828.0,4460959.0,6098386.0,,4180100.0,7599680.0,3879689.0,6426696.0,1849935.0,5320602.0,5669626.0,,1782956.0,395901.0,6188441.0
17.09.25,,,3888905.0,4320863.0,6194565.0,,3976831.0,7434836.0,3844476.0,5887550.0,1783755.0,5278691.0,5633851.0,,1778966.0,394016.0,6290060.0
17.09.26,,,3868504.0,4089274.0,6165562.0,,3965396.0,7304536.0,3814400.0,6334774.0,1761266.0,5234973.0,5536569.0,,1782209.0,389917.0,6920493.0
17.09.27,,,3867405.0,4045573.0,5993545.0,,4017511.0,7202292.0,3808892.0,6436114.0,1706600.0,5231124.0,5483338.0,,1773807.0,389930.0,6786889.0
17.09.28,,,3918273.0,4043008.0,5804117.0,,3850150.0,7015393.0,3859872.0,6600167.0,1747521.0,5236675.0,5514492.0,,1768217.0,390353.0,6783174.0
17.09.29,,,3964940.0,4101887.0,5738292.0,,4063611.0,6948797.0,3883163.0,6698465.0,1823724.0,5292109.0,5523912.0,,1761675.0,395088.0,6795015.0
17.09.30,,,3946836.0,4232722.0,5741828.0,,4235233.0,7072333.0,3888883.0,6573276.0,1871715.0,5331327.0,5598379.0,,1763448.0,398976.0,6816519.0
17.10.01,,,3881765.0,4215349.0,5648736.0,,4086138.0,7077776.0,3868813.0,6685619.0,1940859.0,5276372.0,5525492.0,,1765979.0,392620.0,6709760.0
17.10.02,,,3862798.0,4121512.0,5611044.0,,4063369.0,6970669.0,3843674.0,6463961.0,2031931.0,5255064.0,5427914.0,,1755492.0,392243.0,6685523.0
17.10.03,,,3852505.0,4009171.0,5453237.0,,3996726.0,6964906.0,3841355.0,6719328.0,2131270.0,5252027.0,5403932.0,,1749292.0,388819.0,5924350.0
17.10.04,,,3876589.0,4050588.0,5491431.0,,3967551.0,6909471.0,3852097.0,6758636.0,2335061.0,5309805.0,5445862.0,,1745715.0,388412.0,6452732.0
17.10.05,,,3918103.0,4068303.0,5446201.0,,4108527.0,6944197.0,3897777.0,6699145.0,2556258.0,5398554.0,5514214.0,,1744281.0,388787.0,6947427.0
17.10.06,,,3982992.0,4007809.0,5331995.0,,4156863.0,6762243.0,3939027.0,6946253.0,2787437.0,5391993.0,5714895.0,,1745699.0,389641.0,6989390.0
17.10.07,,,3946123.0,4050502.0,5225443.0,,4251973.0,6908189.0,3937351.0,6946022.0,2871119.0,5380336.0,5654648.0,,1733042.0,387140.0,7184493.0
17.10.08,,,3882127.0,4112386.0,5255130.0,,4161798.0,7055559.0,3887156.0,6927132.0,2830299.0,5342808.0,5492715.0,,1720444.0,372250.0,7209092.0
17.10.09,,,3857016.0,4074280.0,5084763.0,,3836367.0,6922684.0,3814201.0,6847730.0,2903622.0,5246037.0,5363859.0,,1693686.0,363419.0,6950992.0
17.10.10,,,3812658.0,3997573.0,4970677.0,,3845789.0,6777613.0,3756307.0,6619848.0,2845324.0,5150874.0,5328021.0,,1662649.0,351942.0,7053028.0
17.10.11,,,3806161.0,3964291.0,4865892.0,,3946043.0,6799282.0,3795733.0,6536459.0,2795010.0,5137183.0,5338217.0,,1654648.0,349373.0,6944827.0
17.10.12,,,3840826.0,3940255.0,4676651.0,,3928113.0,6530876.0,3807119.0,6834220.0,2724576.0,5177337.0,5308635.0,,1647459.0,343334.0,6805209.0
17.10.13,,,3880901.0,4145384.0,4599368.0,,3954792.0,6354936.0,3860203.0,6891256.0,2597372.0,5214291.0,5440433.0,,1634458.0,342843.0,6885423.0
17.10.14,,,3884603.0,4140512.0,4499881.0,,3930733.0,6221911.0,3828542.0,6882374.0,2471849.0,5222911.0,5466557.0,,1625529.0,341514.0,6911666.0
17.10.15,,,3830779.0,4093150.0,4578416.0,,3912986.0,6229606.0,3749105.0,6805846.0,2343585.0,5188454.0,5389073.0,,1611781.0,332119.0,6959648.0
17.10.16,,,3775759.0,4009022.0,4466216.0,,3899594.0,6106368.0,3721006.0,6731693.0,2270081.0,5157932.0,5315061.0,,1603444.0,329635.0,6580178.0
17.10.17,,,3783993.0,3937405.0,4413294.0,,3861370.0,6102352.0,3696277.0,6788818.0,2227831.0,5157194.0,5326711.0,,1594630.0,324643.0,6169987.0
17.10.18,,,3823905.0,3830042.0,4398825.0,,3966298.0,6113767.0,3762355.0,6843632.0,2220912.0,5168403.0,5367141.0,,1584782.0,322252.0,6357202.0
17.10.19,,,3910399.0,3950707.0,4401041.0,,4018756.0,6070445.0,3875658.0,6894811.0,2140390.0,5176793.0,5447107.0,,1587938.0,318260.0,7034365.0
17.10.20,,,4017987.0,4141753.0,4438285.0,,4101914.0,6033144.0,3951223.0,5164284.0,2140973.0,5256961.0,5506760.0,,1592134.0,320637.0,7157186.0
17.10.21,,,4020102.0,4210228.0,4394249.0,,4144688.0,6085899.0,3937451.0,6764224.0,2110148.0,5222296.0,5523323.0,,1593319.0,320687.0,6844473.0
17.10.22,,,3959484.0,4182878.0,4476081.0,,4154700.0,6243252.0,3909865.0,6961118.0,2131460.0,5186288.0,5317107.0,,1581611.0,319633.0,6999734.0
17.10.23,,,3906218.0,4186976.0,4426525.0,,4071251.0,6198273.0,3868531.0,6915890.0,2101514.0,5097432.0,5307162.0,,1578188.0,317609.0,6869452.0
17.10.24,,,3909758.0,3989659.0,4497899.0,,3944991.0,6024590.0,3804526.0,6717420.0,2157819.0,5035855.0,5223820.0,,1572267.0,316209.0,6424322.0
17.10.25,,,3919882.0,4137600.0,4474119.0,,3938755.0,5958328.0,3853761.0,7113996.0,2185720.0,5021521.0,5235835.0,,1567913.0,316812.0,6889807.0
17.10.26,,,4013896.0,4250865.0,4338257.0,,4106593.0,5775467.0,3954973.0,6893947.0,2166809.0,5062719.0,5280370.0,,1547496.0,314514.0,6820480.0
17.10.27,,,4046092.0,4373061.0,4409714.0,,4105000.0,5607676.0,3983412.0,6986254.0,2156551.0,5104151.0,5386040.0,,1554550.0,315559.0,5796282.0
17.10.28,,,4048178.0,4335320.0,4455007.0,,4150154.0,5603037.0,4005734.0,6978734.0,2194893.0,5095509.0,5305516.0,,1556657.0,320101.0,5943291.0
17.10.29,,,3979114.0,4306107.0,4566214.0,,4120031.0,5657382.0,3959333.0,6814584.0,2153951.0,4992215.0,5169835.0,,1549762.0,317822.0,5934297.0
17.10.30,,,3891144.0,4140929.0,4373013.0,,4099232.0,5494874.0,3881144.0,6304302.0,2167379.0,4939572.0,5061342.0,,1563770.0,317382.0,6715638.0
17.10.31,,,3899864.0,3990768.0,4403202.0,,3967949.0,5413978.0,3826659.0,6385650.0,2144229.0,4895726.0,5003826.0,,1557825.0,312815.0,6928326.0
17.11.01,,,3937850.0,3972332.0,4399579.0,,4034131.0,5498254.0,3868677.0,6554487.0,2185081.0,4916989.0,5058683.0,,1545362.0,315206.0,6372858.0
17.11.02,,,4035143.0,4084267.0,4156767.0,,4172597.0,5302281.0,3963640.0,6538206.0,2285631.0,4935282.0,5077458.0,,1544952.0,316607.0,7109205.0
17.11.03,,,4095357.0,4197616.0,4378801.0,,4131202.0,5175962.0,4015987.0,6576219.0,2330818.0,4921486.0,5082159.0,,1561590.0,320695.0,6341532.0
17.11.04,,,4153161.0,4292704.0,4362610.0,,4269053.0,5109902.0,4034022.0,5989349.0,2495535.0,4884942.0,5093500.0,,1554798.0,325786.0,6429077.0
17.11.05,,,4065853.0,4280611.0,4514504.0,,4290781.0,5310875.0,3982569.0,6190192.0,2750806.0,4828249.0,4984639.0,,1570632.0,326347.0,7190299.0
17.11.06,,,3965074.0,4196016.0,4486244.0,,4147476.0,5313489.0,3961477.0,6345392.0,2821658.0,4795748.0,4922133.0,,1567656.0,322840.0,6638669.0
17.11.07,,,3940770.0,4149680.0,4373336.0,,3917493.0,5310202.0,3909504.0,6390374.0,2891606.0,4795668.0,4937365.0,,1573842.0,319722.0,6724867.0
17.11.08,,,3959922.0,4173622.0,4386386.0,,4070306.0,5293281.0,3904117.0,6260334.0,3044212.0,4780622.0,4864853.0,,1553020.0,316350.0,6657361.0
17.11.10,,,4110323.0,4107187.0,4375453.0,,3927290.0,5294493.0,4007085.0,6603596.0,3127388.0,4760853.0,4905636.0,,1571895.0,324185.0,6791651.0
17.11.11,,,4216872.0,4229514.0,4528767.0,,4324540.0,5303188.0,4092906.0,6681475.0,3241311.0,4851027.0,4734947.0,,1564974.0,327514.0,4878773.0
17.11.12,,,4216383.0,4538293.0,4691644.0,,4084211.0,5567226.0,4113923.0,6012997.0,3318048.0,4807208.0,5046620.0,,1562142.0,323536.0,6474450.0
