x,首饰-戒指-蓬勃生命的落幕,首饰-戒指-命运的捉弄,首饰-戒指-次元穿越者之印,首饰-戒指-支配黑暗之环,首饰-戒指-祝福之风 - 西尔芙,首饰-戒指-红兔之祝福,首饰-戒指-寂静无言之露珠,首饰-戒指-盖柏 : 完美的均衡,首饰-戒指-无念剑环,首饰-戒指-先贤的馈赠戒指,首饰-戒指-骸麒之戒,首饰-戒指-维度粉碎戒指,首饰-戒指-污浊之魂戒指 - 毒,首饰-戒指-污浊之魂戒指 - 血,首饰-戒指-释灵渊,首饰-戒指-伪装者的迷惑之戒,首饰-戒指-武之禅 - 静心,首饰-戒指-王权之卫 - 火,首饰-戒指-污浊之魂戒指 - 电,首饰-戒指-龙战玄黄 - 血战之灵,首饰-戒指-魔晶进化 - 智者之心,首饰-戒指-污浊之魂戒指 - 乱,首饰-手镯-狂乱之坚如磐石,首饰-手镯-支配战场的呐喊,首饰-手镯-执着的探求,首饰-手镯-火魔之焰 - 沙罗曼达,首饰-手镯-白象之庇护,首饰-手镯-拥抱晨曦之温暖,首饰-手镯-莱多 : 变幻的规律,首饰-手镯-无言怒火,首饰-手镯-先贤的馈赠手镯,首饰-手镯-噙毒手套,首饰-手镯-天衍万物,首饰-称号-精灵的思乡夜曲,首饰-称号-纵横次元,首饰-称号-时空游侠,首饰-称号-时空旅人,首饰-称号-希望之启示,首饰-称号-信念之启示,首饰-项链-激狂之怒,首饰-项链-悲痛者项链,首饰-项链-引路者的四季项链,首饰-项链-堕落世界树之生命,首饰-项链-冷焰之冰 - 温蒂妮,首饰-项链-四叶草之初心,首饰-项链-驱散月光之黎明,首饰-项链-肯那兹 : 精神燎原之火,首饰-项链-无形青岩,首饰-项链-先贤的馈赠项链,首饰-项链-先知者的预言,首饰-项链-百变千蛛,首饰-戒指-鸣风之舞指环,首饰-戒指-污浊之魂戒指 - 暗,首饰-戒指-王权之卫 - 风,首饰-戒指-里昂的意念之戒,首饰-戒指-黑暮瞳,首饰-戒指-忆古昔 - 平乱诀,首饰-戒指-杰诺的支配之戒,首饰-戒指-双生之环戒指,首饰-戒指-芝诺的毁灭之戒,首饰-戒指-圣物:荣耀的阴影之迹戒指,首饰-手镯-维度冲击臂环,首饰-手镯-贝奇的玩具手镯,首饰-手镯-牛头械王的超能手环,首饰-手镯-咕噜的指南针手环,首饰-手镯-王权之卫 - 守护,首饰-手镯-剥筋蚀骨手镯,首饰-手镯-龙战玄黄 - 激战之魂,首饰-手镯-极光之舞手镯,首饰-手镯-武之禅 - 灼炎,首饰-手镯-牛头统帅的权威手环,首饰-手镯-万兽之瞳,首饰-手镯-冰封雪殒手镯,首饰-称号-永恒战吼,首饰-称号-永恒判罪,首饰-称号-永恒追猎,首饰-称号-使徒降临,首饰-称号-权御九界,首饰-称号-无畏牺牲者,首饰-称号-无畏死亡者,首饰-称号-无畏战争者,首饰-称号-无畏战斗者,首饰-称号-超越极限者,首饰-称号-与艾丽西亚相逢,首饰-称号-与贝奇邂逅,首饰-称号-雷姆的真心,首饰-项链-天御万物,首饰-项链-杀戮之决,首饰-项链-逝魔之痕,首饰-项链-维度定位项链,首饰-项链-公爵尤里斯的野心,首饰-项链-寒蝉鸣泣之石,首饰-项链-黑月之潮,首饰-项链-天火之祀,首饰-项链-哈尼克的骨甲链,首饰-项链-不动如山,首饰-项链-黄金翡翠项链,首饰-项链-恋人永隔之凄清项链,首饰-项链-落炎之舞项坠,首饰-项链-成王之志,首饰-戒指-波罗丁的迷离之戒,首饰-戒指-黑雾之牙,首饰-戒指-污浊之魂戒指 - 石,首饰-戒指-污浊之魂戒指 - 咒,首饰-戒指-咕噜珍藏的机械手环,首饰-戒指-梦幻列车长的幽灵戒指,首饰-戒指-瘟疫蔓延之戒,首饰-戒指-污浊之魂戒指 - 缚,首饰-戒指-污浊之魂戒指 - 冰,首饰-戒指-污浊之魂戒指 - 缓,首饰-戒指-尤里斯的次元之戒,首饰-手镯-魔灵瞳 - 仇魂之刃,首饰-手镯-纪元之石手镯,首饰-手镯-混沌之影,首饰-手镯-巫咒之灵,首饰-手镯-魔晶进化 - 残忍之嗜,首饰-手镯-毒雾云绕手镯,首饰-手镯-戮蛊的自愈手环,首饰-手镯-圣物:荣耀的阴影之迹手镯,首饰-手镯-永恒之守护手镯,首饰-手镯-咕噜的多功能手环,首饰-手镯-黑雾迷云手环,首饰-手镯-光电之子,首饰-称号-拉姆的鼓舞,首饰-称号-碧翠丝的信任,首饰-称号-爱蜜莉雅的慰藉,首饰-称号-海洋霸主,首饰-称号-百发百中,首饰-称号-继承者,首饰-称号-哥特迷情（魔翼）,首饰-称号-盛晴狂欢泼水大王,首饰-称号-神之试炼的奖赏,首饰-称号-热浪舞者,首饰-项链-四方神印,首饰-项链-逝冰之舞项坠,首饰-项链-武之禅 - 制怒,首饰-项链-龙战玄黄 - 怒战之心,首饰-项链-暴戾祭祀项链,首饰-项链-凯恩的骷髅吊坠,首饰-项链-暴戾搜捕团的信仰之力,首饰-项链-魔力逆流项链,首饰-项链-魔灵瞳 - 生死之契,首饰-项链-魔灵祭祀项坠,首饰-项链-魔咒之骸,首饰-戒指-污浊之魂戒指 - 晕,首饰-戒指-噩梦惊魂指环,首饰-戒指-兰诺的意志之戒,首饰-手镯-王权之卫 - 光,首饰-手镯-忆古昔 - 龙翔击,首饰-称号-盛晴狂欢水球大王,首饰-称号-秘境迷踪,首饰-称号-海滨的呼唤,首饰-称号-宅邸迷云,首饰-称号-哥特绮梦（魔翼）,首饰-称号-权贵者,首饰-称号-哥特绮梦（圣羽）,首饰-称号-圆桌骑士,首饰-称号-深海的呼唤,首饰-称号-街头舞者,首饰-项链-魔晶进化 - 智慧之泉,首饰-项链-王权之卫 - 冰,首饰-项链-凶咒之祸,首饰-项链-警卫队长的金玉项链,首饰-项链-无上之威严,首饰-项链-阿波菲斯的魔刃指环,首饰-称号-朝圣者,首饰-称号-圣殿之巅,首饰-称号-密林舞者,首饰-称号-竞技舞者,首饰-称号-瑞灵天狩 - 威,首饰-称号-哥特迷情（圣羽）,首饰-称号-骑士王的荣耀,首饰-称号-兽人守护神,首饰-称号-瑞灵天狩 - 慧,首饰-称号-塔楼迷踪,首饰-称号-龙之挑战,首饰-称号-三英雄［侠］,首饰-称号-荣耀贵族,首饰-称号-盛晴狂欢水枪大王,首饰-戒指-魔灵瞳 - 杀呐之音,首饰-戒指-污浊之魂戒指 - 火,首饰-手镯-时间指引之针,首饰-称号-隐忍之启示,首饰-称号-勇气之启示,首饰-项链-全能霸域,首饰-戒指-耀武锋芒指环,首饰-戒指-盗墓王的弥留之戒,首饰-手镯-巨灵布鲁的咒蕴手镯,首饰-戒指-灼灼其华之戒,首饰-称号-最快枪手,首饰-项链-忆古昔 - 青草绿,首饰-项链-圣物:荣耀的阴影之迹胸针,首饰-称号-沙滩的呼唤,首饰-称号-街道迷影,首饰-称号-骑士之誓[暗],首饰-称号-骑士之誓[光],首饰-称号-骑士之誓[冰],首饰-称号-骑士之誓[火],首饰-称号-三英雄[义]
18.04.03,,,,,,,,,,,,,8644404.0,8656543.0,8947741.0,8616527.0,22127380.0,9289016.0,8509399.0,2973986.0,2842726.0,8518545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8543754.0,8555137.0,8591780.0,9505503.0,8641055.0,2724050.0,39725668.0,3537714.0,8726297.0,,,7425832.0,10149614.0,8431574.0,19618866.0,9076864.0,2992496.0,8434443.0,21530058.0,8769846.0,8474607.0,8521445.0,,,,,,,,,,,,,,,,,,8607213.0,9703246.0,8587925.0,8583920.0,8892945.0,19812761.0,2296874.0,8612902.0,8666656.0,8745342.0,9915699.0,8516045.0,8596802.0,8375359.0,8589048.0,8581851.0,8515503.0,8497980.0,8540465.0,8329531.0,8737814.0,7276376.0,2304230.0,8576638.0,9791829.0,2746902.0,9619492.0,8664852.0,,9146251.0,8547560.0,8709790.0,8556219.0,,,,6357713.0,,114034627.0,152961442.0,7131951.0,,,4374885.0,8606610.0,22297666.0,3474718.0,8597185.0,8669522.0,8680447.0,8595068.0,5679488.0,8825988.0,8622252.0,8521277.0,8900551.0,24562481.0,8894786.0,8337401.0,6704479.0,,7533661.0,20895888.0,0.0,112790850.0,0.0,7874635.0,6869562.0,,3486194.0,8710312.0,8598568.0,11077207.0,8439702.0,8605271.0,0.0,17007800.0,,,13558314.0,180524530.0,8750658.0,8276753.0,14054493.0,22192251.0,8503492.0,9506927.0,120003066.0,7612771.0,2770017.0,8766438.0,,,,,8546532.0,8576105.0,8516078.0,8548775.0,,4683888.0,,7563996.0,21774966.0,,,,,30055099.0
18.04.04,,,,,,,,,,,,,8407124.0,8760435.0,8637381.0,8609111.0,23576951.0,8902422.0,8657389.0,2942690.0,2954917.0,8586158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8538286.0,8514519.0,8566938.0,9519513.0,8549215.0,2878504.0,39765444.0,3525519.0,8717715.0,,,7295007.0,10117587.0,8633017.0,19817871.0,8995469.0,2953627.0,8665140.0,21850445.0,8529520.0,8462217.0,8593705.0,,,,,,,,,,,,,,,,,,8420248.0,8741432.0,8873037.0,8557345.0,8917745.0,20298330.0,2378423.0,8718653.0,8627618.0,8624622.0,10082037.0,8512429.0,8489757.0,8584272.0,8758562.0,8433660.0,8531581.0,8449997.0,8610285.0,8788307.0,8715641.0,7065674.0,2410264.0,8584050.0,9904194.0,3012178.0,9670894.0,8570973.0,,9111748.0,8631529.0,8631987.0,8582196.0,,,,6321024.0,,115015408.0,126818232.0,7058712.0,,,4325911.0,8886396.0,21742189.0,3515296.0,8595078.0,8630419.0,8616646.0,8442603.0,5834617.0,8685497.0,8628815.0,8615775.0,8709658.0,25031054.0,8680629.0,9144260.0,7574197.0,,7509935.0,20875984.0,0.0,114855304.0,0.0,7924099.0,6875149.0,,3538106.0,8226514.0,8631199.0,11075261.0,8601705.0,8604666.0,0.0,16611332.0,,,14065134.0,160026190.0,8829530.0,8197088.0,13793736.0,21892693.0,8495843.0,9613185.0,120494281.0,7808678.0,2879818.0,8564117.0,,,,,8588819.0,8558205.0,8529422.0,8566427.0,,4700699.0,,7495443.0,21122491.0,,,,,30581565.0
18.04.05,,,,,,,,,,,,,8308166.0,8427077.0,8494876.0,8615942.0,23408084.0,8709207.0,8453347.0,2922363.0,2919402.0,8321499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8576681.0,8316410.0,8638144.0,9499559.0,8551595.0,2890055.0,40243116.0,3667896.0,8891279.0,,,7306429.0,10073560.0,8593447.0,20084322.0,8899400.0,2806604.0,8714424.0,19869725.0,8613365.0,8507329.0,8583948.0,,,,,,,,,,,,,,,,,,8581313.0,8966539.0,9214470.0,8613411.0,8676640.0,20619601.0,2439726.0,8769882.0,8817069.0,8544442.0,10103485.0,8534654.0,8660541.0,8734456.0,8641253.0,8589633.0,8575173.0,8424343.0,8678289.0,8628797.0,8679057.0,7256715.0,2437120.0,8625465.0,9944188.0,3015481.0,9821547.0,8643516.0,,9354406.0,8581142.0,8645060.0,8676713.0,,,,6439469.0,,103299629.0,0.0,7491177.0,,,4334482.0,8614348.0,21336527.0,3664591.0,8688510.0,8733775.0,8624640.0,8751569.0,5209882.0,8784081.0,8608895.0,9027266.0,9173339.0,25335957.0,8664570.0,8844775.0,7717387.0,,7559969.0,21992758.0,0.0,106607715.0,0.0,6258242.0,7116553.0,,3696212.0,9106454.0,8603121.0,10952331.0,8792543.0,8633688.0,0.0,16866777.0,,,12462909.0,172585127.0,9015770.0,8314261.0,13892854.0,22598659.0,8579733.0,8961008.0,117189932.0,8505005.0,3088269.0,8519152.0,,,,,8632740.0,8648183.0,8614212.0,8605243.0,,4809289.0,,7555235.0,22790728.0,,,,,29951250.0
18.04.06,,,,,,,,,,,,,8684953.0,8753128.0,8619102.0,8714295.0,23391491.0,8782216.0,8823275.0,2964622.0,2953519.0,8692095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8636594.0,8672516.0,8747533.0,9739901.0,8657485.0,2893759.0,40258811.0,3888849.0,8973870.0,,,7476086.0,9922712.0,8742743.0,20271339.0,9047704.0,2866944.0,8713112.0,21603685.0,8685841.0,8508196.0,8743772.0,,,,,,,,,,,,,,,,,,8684342.0,8841022.0,8740762.0,8583331.0,8533900.0,20546691.0,2433367.0,8730715.0,8775402.0,8616309.0,10068381.0,8550153.0,8988274.0,8588428.0,8643786.0,8657734.0,8475138.0,8611864.0,8716214.0,8596772.0,8753143.0,7370471.0,2399531.0,8652517.0,9782733.0,3077870.0,9814635.0,8672016.0,,9240155.0,8607159.0,8782923.0,8790507.0,,,,6226624.0,,104080275.0,0.0,6740012.0,,,4485954.0,8651147.0,21895503.0,3850217.0,8743419.0,8646936.0,8616047.0,8706384.0,6066117.0,8637371.0,8658568.0,8834982.0,9151129.0,25351521.0,8731799.0,8456518.0,6107842.0,,7185230.0,21210784.0,0.0,112785331.0,0.0,0.0,6852644.0,,3799821.0,8752473.0,8604913.0,10951555.0,8799182.0,8741729.0,0.0,16546454.0,,,12154537.0,0.0,8676068.0,8174571.0,14198921.0,23056172.0,8342969.0,8485708.0,119451471.0,7826623.0,3083234.0,8757662.0,,,,,8669976.0,8686692.0,8697625.0,8649614.0,,5232113.0,,7177659.0,22660369.0,,,,,31042455.0
18.04.07,,,,,,,,,,,,,8747016.0,8704693.0,8672202.0,8721153.0,21919875.0,8817096.0,8817215.0,3093426.0,3075587.0,8901475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8615295.0,8634964.0,8806117.0,9722913.0,8856384.0,3041347.0,40162161.0,3970778.0,9263221.0,,,7539070.0,9949054.0,8619582.0,19604472.0,8893974.0,2885720.0,8489872.0,21528768.0,8639330.0,8268279.0,8644975.0,,,,,,,,,,,,,,,,,,8831054.0,8994800.0,8964788.0,8275921.0,8542502.0,20197904.0,2350264.0,8687237.0,8732789.0,8577676.0,10042889.0,8312012.0,8697697.0,8585319.0,8789265.0,8883248.0,8594597.0,8698789.0,8877863.0,8629427.0,8861224.0,7219185.0,2326713.0,8775629.0,9592064.0,3181959.0,9694625.0,8731517.0,,9224843.0,8744818.0,8941776.0,8861382.0,,,,6199528.0,,114512588.0,128422332.0,6894654.0,,,4567376.0,8634170.0,22093266.0,3933592.0,8753248.0,8742871.0,8734595.0,8714289.0,5048471.0,8725301.0,8670005.0,8881627.0,8981282.0,25000095.0,8756125.0,8676475.0,6212756.0,,7323181.0,21195939.0,0.0,111236396.0,0.0,0.0,6844905.0,,3962011.0,8764238.0,8550322.0,10914015.0,8793360.0,8687605.0,0.0,16794198.0,,,12394566.0,0.0,8664120.0,8171629.0,14317717.0,22939087.0,8318702.0,8492579.0,118002144.0,8883101.0,3093255.0,8764183.0,,,,,8718436.0,8707781.0,8734838.0,8673885.0,,5343250.0,,7126190.0,21386147.0,,,,,31347652.0
18.04.08,,,,,,,,,,,,,8461586.0,8371995.0,8579418.0,7963712.0,23556193.0,8465603.0,8539906.0,3059412.0,3026904.0,8045971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8007317.0,8236623.0,8146184.0,9186473.0,8325482.0,2902641.0,37078555.0,3902270.0,8896503.0,,,7544503.0,9844919.0,8086557.0,17668897.0,8694524.0,3188535.0,8630820.0,19979665.0,8097900.0,7643979.0,7979711.0,,,,,,,,,,,,,,,,,,8147038.0,8603757.0,8084701.0,7706564.0,8012860.0,19152532.0,2230665.0,7972801.0,7966951.0,8167044.0,9654438.0,7590319.0,7987388.0,8073944.0,7989121.0,8312648.0,8410887.0,7899357.0,7994982.0,8071047.0,8244528.0,7385422.0,2185561.0,7696810.0,9464079.0,3197730.0,9653111.0,8110879.0,,8871627.0,7876498.0,8529836.0,8121616.0,,,,6198296.0,,94782037.0,130587752.0,7358405.0,,,4654125.0,8087326.0,19716949.0,3751199.0,8126135.0,8090777.0,8138860.0,8171900.0,5874551.0,8474286.0,8215194.0,7963222.0,8578668.0,22861546.0,8689805.0,8480611.0,6503827.0,,7215831.0,20468662.0,0.0,108334731.0,0.0,0.0,6802482.0,,3714735.0,8239635.0,8166550.0,10872671.0,8068814.0,8095936.0,0.0,16619081.0,,,12773475.0,184209859.0,8650735.0,8097186.0,14978333.0,21886344.0,8318206.0,8901629.0,114397917.0,8538725.0,3227069.0,8155343.0,,,,,8354742.0,8059696.0,8259811.0,8650062.0,,5144187.0,,7015971.0,21036843.0,,,,,28310297.0
18.04.09,,,,,,,,,,,,,7796234.0,7937449.0,7981356.0,7421736.0,22738080.0,7981944.0,8304849.0,2861046.0,2793392.0,7495659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7520715.0,7272985.0,7967414.0,8973073.0,7496966.0,2978632.0,35653714.0,3842255.0,8210906.0,,,7384235.0,9509851.0,7545630.0,17527604.0,8184246.0,2645630.0,7931565.0,19332649.0,7698341.0,7333129.0,7601298.0,,,,,,,,,,,,,,,,,,7313023.0,8227528.0,7573774.0,7414472.0,7736515.0,18405795.0,2083373.0,7416837.0,7564126.0,7648988.0,9418833.0,7310462.0,7608203.0,7368736.0,7531726.0,7492397.0,8409062.0,7482551.0,7465424.0,7545135.0,7974197.0,6651238.0,2126328.0,7436898.0,9256501.0,2992123.0,9399681.0,7485584.0,,8509895.0,7443964.0,8000394.0,7673534.0,,,,6201193.0,,113377064.0,124132291.0,7236359.0,,,4520128.0,7643481.0,20467554.0,3303314.0,7522891.0,7445924.0,7571950.0,7608870.0,5678500.0,7778521.0,7486116.0,7431355.0,8457348.0,22167935.0,8387389.0,7866501.0,5659130.0,,7273681.0,19349985.0,0.0,110886664.0,0.0,0.0,6735966.0,,3389426.0,7652911.0,7555484.0,10488998.0,7597666.0,7698122.0,0.0,17551256.0,,,12280454.0,0.0,8727977.0,8091195.0,12872275.0,21622691.0,8270758.0,9757047.0,112700905.0,8455718.0,3048391.0,7706304.0,,,,,7484448.0,7376749.0,8110262.0,8096000.0,,4506821.0,,6993663.0,20673125.0,,,,,27917324.0
18.04.10,,,,,,,,,,,,,7138770.0,7771246.0,7330995.0,7071119.0,21003952.0,7484951.0,7783984.0,2566904.0,2594450.0,7066690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7214568.0,7009833.0,7704653.0,8684848.0,7152800.0,2781320.0,34997066.0,3593722.0,7784296.0,,,6942972.0,9199357.0,7028527.0,17252445.0,7943381.0,2635483.0,7286608.0,21661168.0,7253846.0,7030341.0,7067166.0,,,,,,,,,,,,,,,,,,7138826.0,7949995.0,7174512.0,7124341.0,7252683.0,18161499.0,1991957.0,7126994.0,7215010.0,7122073.0,9167626.0,7014074.0,7156779.0,6911765.0,7191970.0,7187898.0,7668232.0,7201956.0,7092193.0,7050486.0,7350299.0,6725517.0,2010991.0,7156628.0,9074408.0,2790992.0,9251257.0,7213560.0,,8205282.0,7101344.0,7721967.0,7063764.0,,,,6164325.0,,108238810.0,0.0,6918096.0,,,4396642.0,7128729.0,21154786.0,3157328.0,7154877.0,7183993.0,7277325.0,7259652.0,4993321.0,7308593.0,7169262.0,7031653.0,8080493.0,21786222.0,7755727.0,7037727.0,6861908.0,,7155593.0,18655629.0,0.0,106163961.0,0.0,0.0,6716145.0,,3177560.0,7337829.0,7241381.0,10255024.0,7251007.0,7244608.0,0.0,17057892.0,,,12199412.0,148343555.0,8676638.0,8033343.0,17140528.0,20308707.0,8252746.0,9315470.0,109926735.0,7884901.0,2638620.0,7436345.0,,,,,7069742.0,7092096.0,7423379.0,7350520.0,,4540289.0,,6998970.0,21213879.0,,,,,28110606.0
18.04.11,,,,,,,,,,,,,7029027.0,7433936.0,7396890.0,7045626.0,22109770.0,7431600.0,7500819.0,2508666.0,2339664.0,7045463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7084947.0,6962830.0,7399411.0,8491971.0,7085414.0,2454386.0,35125505.0,3477715.0,7542203.0,,,6840781.0,9744160.0,6981136.0,17074731.0,7769371.0,2479458.0,7356940.0,16409148.0,6998878.0,7023269.0,7031676.0,,,,,,,,,,,,,,,,,,7270616.0,7649505.0,7220201.0,7115775.0,7171498.0,18245698.0,1954873.0,7113966.0,7105028.0,7154149.0,9065247.0,7019614.0,7138272.0,6772286.0,7079155.0,7035415.0,7340213.0,7040044.0,7071783.0,6828125.0,7269116.0,6924025.0,1946904.0,7042793.0,8931333.0,2479931.0,8975068.0,7157157.0,,8032859.0,7066118.0,7563351.0,7103496.0,,,,6143010.0,,107011395.0,0.0,6732301.0,,,4297928.0,7090110.0,20994659.0,3035920.0,7141810.0,7172911.0,7164265.0,7153246.0,4889813.0,7265295.0,7102315.0,7007968.0,7831869.0,22051781.0,7372506.0,7534866.0,6713850.0,,7218024.0,18829116.0,0.0,104989807.0,0.0,0.0,6766647.0,,3078023.0,7293213.0,7170141.0,10062932.0,7170016.0,7171847.0,0.0,17397349.0,,,11510439.0,0.0,8703087.0,8011770.0,16895999.0,19913336.0,8182177.0,8142437.0,109896246.0,7534377.0,2574257.0,7193481.0,,,,,7015691.0,7059654.0,7284014.0,7090223.0,,4782970.0,,6799883.0,19810539.0,,,,,28634971.0
18.04.12,,,,,,,,,,,,,7079993.0,7283730.0,7250862.0,7020205.0,21108245.0,7145715.0,7077314.0,2303862.0,2227395.0,6733025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7047628.0,7045433.0,7172909.0,8532294.0,6977054.0,2313077.0,35338947.0,3480451.0,7436278.0,,,6841601.0,8850494.0,7018392.0,17228631.0,7488239.0,2388326.0,7059820.0,19560268.0,6996985.0,7009494.0,7022958.0,,,,,,,,,,,,,,,,,,7015677.0,7508349.0,7072620.0,7067024.0,7024578.0,18297688.0,1895083.0,7081889.0,7083785.0,7090023.0,8779868.0,6992514.0,7083069.0,6781355.0,7132119.0,7054075.0,7258166.0,7058274.0,7011561.0,6975740.0,7163504.0,6865159.0,1904293.0,7043985.0,8659671.0,2211635.0,9186073.0,7057327.0,,7986910.0,7037921.0,7466525.0,7086578.0,,,,6138038.0,,86953819.0,0.0,7057303.0,,,4315442.0,7047189.0,17752414.0,2996595.0,7104162.0,7096053.0,7089786.0,7086537.0,4983556.0,7241974.0,7070324.0,6987832.0,7818228.0,22077058.0,7555886.0,7768214.0,6652840.0,,7439010.0,18511014.0,0.0,113281489.0,0.0,0.0,6751344.0,,2932766.0,7417781.0,7023817.0,9841394.0,7049674.0,7125974.0,0.0,17013317.0,,,12116159.0,0.0,8931408.0,7973624.0,12373009.0,20417603.0,8179550.0,8178565.0,109401019.0,7424687.0,2622301.0,7041058.0,,,,,7013693.0,7047655.0,7105482.0,7027039.0,,4543995.0,,6778808.0,19817972.0,,,,,28511290.0
18.04.13,,,,,,,,,,,,,7251695.0,7028814.0,6965428.0,7045624.0,22183626.0,7143858.0,7019278.0,2220926.0,2192682.0,6947585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6943544.0,6949141.0,6980583.0,8657590.0,7000829.0,2305403.0,35786911.0,3547692.0,7389688.0,,,7018390.0,8784112.0,6966072.0,17402005.0,7399367.0,2317275.0,7100710.0,16692011.0,6991591.0,6894266.0,7005393.0,,,,,,,,,,,,,,,,,,6889973.0,7840462.0,7079527.0,6954137.0,7015500.0,18321233.0,1871331.0,7050923.0,7078518.0,7044581.0,8681200.0,6938454.0,6991942.0,7070389.0,7298949.0,6977066.0,7289393.0,6917275.0,7121797.0,7126936.0,7026050.0,6259927.0,1866504.0,7032519.0,8614177.0,2338848.0,8336454.0,6977385.0,,8117289.0,7003802.0,7458585.0,6998477.0,,,,6119193.0,,116226056.0,0.0,7304103.0,,,4464564.0,7019927.0,21879165.0,2942297.0,7071906.0,7077533.0,7067106.0,7094268.0,4631775.0,7099475.0,7043406.0,7056771.0,7976632.0,22242401.0,7255211.0,7788408.0,6858381.0,,7247627.0,18158787.0,0.0,111465856.0,254812045.0,0.0,6798326.0,,2942836.0,7335545.0,7023440.0,9870577.0,7070855.0,7109389.0,0.0,16466772.0,,,11879588.0,0.0,9060972.0,7939916.0,12025524.0,19258147.0,8244716.0,7842435.0,113326355.0,7397427.0,2403906.0,7076709.0,,,,,7013652.0,6967171.0,7030084.0,6991565.0,,4467824.0,,6978360.0,19860695.0,,,,,30849777.0
18.04.14,,,,,,,,,,,,,7141471.0,7032417.0,7074158.0,6944151.0,22281955.0,7097315.0,6717877.0,2192239.0,2169862.0,6832779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6869766.0,6892695.0,6895523.0,8734650.0,6944194.0,2282277.0,35789025.0,3660578.0,7349059.0,,,7327818.0,8891098.0,6865836.0,17516652.0,7411277.0,2289037.0,6989568.0,17034722.0,6943796.0,6675381.0,7009841.0,,,,,,,,,,,,,,,,,,6941953.0,7462255.0,6947744.0,6755387.0,7002678.0,18305547.0,1846637.0,6862637.0,6980331.0,6927696.0,8522272.0,6658334.0,6825234.0,7094548.0,7100477.0,6938379.0,7254744.0,6781668.0,6918541.0,7367411.0,7001910.0,6634579.0,1847506.0,6991941.0,8560606.0,2281096.0,8261030.0,6914638.0,,8042273.0,6874906.0,7404659.0,6934303.0,,,,6116563.0,,116408177.0,0.0,7013486.0,,,4594770.0,7080182.0,20282834.0,3004832.0,6972977.0,7021920.0,6862882.0,6968893.0,4901260.0,7085377.0,6979046.0,6745446.0,7666505.0,22373343.0,7214628.0,7841596.0,7082703.0,,7282392.0,18147725.0,0.0,111717347.0,208248578.0,0.0,6807239.0,,2966343.0,7319445.0,7004103.0,9857234.0,7084054.0,7022402.0,0.0,16092667.0,,,12322788.0,0.0,8997862.0,7941973.0,12390448.0,17863510.0,8107663.0,8039697.0,119544231.0,7357658.0,2353001.0,7034809.0,,,,,6926811.0,6910648.0,6967457.0,7147861.0,,4360635.0,,6968994.0,19077887.0,,,,,30679749.0
18.04.15,,,,,,,,,,,,,6704525.0,6535418.0,6789347.0,6482405.0,21987168.0,7002348.0,6595686.0,2217970.0,2207160.0,6505614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6607455.0,6513781.0,6681150.0,8539473.0,6661570.0,2272749.0,35839483.0,3832631.0,7148273.0,,,7499573.0,8790368.0,6502094.0,17509109.0,7488624.0,2330821.0,6768255.0,19058252.0,6768604.0,6390668.0,6493707.0,,,,,,,,,,,,,,,,,,6649261.0,7060066.0,6870612.0,6478690.0,6716036.0,18109677.0,1865537.0,6759368.0,6679695.0,6602854.0,8305619.0,6355290.0,6457807.0,6809652.0,6836889.0,6515428.0,6810180.0,6442523.0,6529601.0,7094664.0,6760688.0,6342968.0,1862585.0,6466150.0,8452225.0,2297754.0,8130334.0,6552431.0,,7858970.0,6570691.0,7171356.0,6533551.0,,,,6099812.0,,116080534.0,0.0,7012007.0,,,4756237.0,6720029.0,21104302.0,3039878.0,6713332.0,6731387.0,6609886.0,6725559.0,4810751.0,6705520.0,6697334.0,6739396.0,7726749.0,22190148.0,7066461.0,7933797.0,6711249.0,,7249888.0,18397155.0,0.0,116167012.0,0.0,0.0,6779629.0,,2900467.0,7242996.0,6694184.0,9770543.0,6668565.0,6768304.0,0.0,15799302.0,,,11678997.0,0.0,8972771.0,7920866.0,12865662.0,18961962.0,8195993.0,7954550.0,121650111.0,7413795.0,2327137.0,6643175.0,,,,,6480385.0,6554617.0,6656537.0,6983748.0,,4234089.0,,6888076.0,18748010.0,,,,,30599490.0
