x,防具-皮甲腰带-浴血奋战腰带,防具-皮甲腰带-死亡阴影腰带,防具-皮甲腰带-黑暗幽灵皮腰带,防具-皮甲腰带-鲜红血纹皮甲腰带,防具-皮甲腰带-佧修派的隐遁者,防具-皮甲腰带-圣物:荣耀的地狱公爵的狼皮腰带,防具-皮甲腰带-卡勒特的战魂腰带,防具-板甲鞋-无言之罪恶,防具-板甲鞋-黑暗幽灵矽钢长靴,防具-板甲鞋-鲜红血纹板甲战靴,防具-板甲鞋-圣物:荣耀的地狱公爵的铂金战靴,防具-板甲鞋-牛头械王的超能战靴,防具-板甲鞋-浊影之息 - 狂疾之靴,防具-板甲鞋-兰帕德钛金战靴,防具-板甲鞋-九域玄天战靴,防具-轻甲腰带-风起云涌腰带,防具-轻甲腰带-炙炎 : 山竹,防具-轻甲腰带-守护战士之苦难,防具-轻甲腰带-黑暗幽灵紫杉腰带,防具-轻甲腰带-鲜红血纹轻甲腰带,防具-轻甲腰带-警卫队长的死亡腰带,防具-轻甲腰带-极拳腰带,防具-轻甲腰带-圣物:荣耀的地狱公爵的陶瓷腰带,防具-轻甲腰带-雷电耀世腰带,防具-重甲头肩-千链锁灵肩甲,防具-重甲头肩-魔龙之心,防具-重甲头肩-贝利亚尔 : 毁灭之种,防具-重甲头肩-黑暗幽灵断刃肩甲,防具-重甲头肩-鲜红血纹重甲护肩,防具-重甲头肩-圣物:荣耀的地狱公爵的链金护肩,防具-重甲头肩-卡勒特的破阵肩甲,防具-重甲头肩-异世魂铃肩甲,防具-重甲鞋-千链锁灵战靴,防具-重甲鞋-自然之核,防具-重甲鞋-巴尔 : 堕落之魂,防具-重甲鞋-崩溃世界的忧伤,防具-重甲鞋-鲜红血纹重甲战靴,防具-重甲鞋-防御风暴短靴,防具-重甲鞋-凯恩的猛袭长靴,防具-重甲鞋-圣物:荣耀的地狱公爵的链金战靴,防具-重甲鞋-机械战靴,防具-布甲下装-魅惑律动伦巴,防具-布甲下装-大祭司的星祈长裙,防具-布甲下装-驱散黑暗短裤,防具-皮甲鞋-赤地千里战靴,防具-皮甲鞋-死亡阴影长靴,防具-皮甲鞋-次元漫步者长靴,防具-皮甲鞋-黑暗幽灵兽皮长靴,防具-皮甲鞋-鲜红血纹皮甲战靴,防具-皮甲鞋-使徒行者短靴,防具-皮甲鞋-卡勒特的神射手军靴,防具-皮甲鞋-卡勒特的军权战靴,防具-皮甲鞋-圣物:荣耀的地狱公爵的狼皮战靴,防具-板甲头肩-命运的抉择,防具-板甲头肩-奔流不息之伽蓝,防具-板甲头肩-猛烈燃烧之炎,防具-板甲头肩-矛盾的抉择,防具-板甲头肩-黑暗幽灵矽钢肩甲,防具-板甲头肩-鲜红血纹板甲护肩,防具-板甲头肩-圣物:荣耀的地狱公爵的铂金肩甲,防具-板甲头肩-突击队长的机械护肩,防具-板甲头肩-落日熔金肩甲,防具-板甲头肩-巨龙全金属肩甲,防具-重甲腰带-千链锁灵腰带,防具-重甲腰带-碎钢之牙,防具-重甲腰带-亚巴顿 : 绝望地狱,防具-重甲腰带-无我之轮回,防具-重甲腰带-黑暗幽灵断刃腰带,防具-重甲腰带-鲜红血纹重甲腰带,防具-重甲腰带-熔岩虫的异形腰带,防具-重甲腰带-火山岩腰带,防具-重甲腰带-圣物:荣耀的地狱公爵的链金腰带,防具-皮甲上衣-冲锋陷阵胸甲,防具-皮甲上衣-首席执行官裁决夹克,防具-皮甲上衣-死亡阴影夹克,防具-板甲下装-交织烈日之风,防具-板甲下装-守护的抉择,防具-板甲下装-奔流不息之银河,防具-板甲下装-蚕食新绿之息,防具-板甲下装-黑暗幽灵矽钢胫甲,防具-板甲下装-鲜红血纹板甲护腿,防具-板甲下装-超合金铁腕护腿,防具-板甲下装-煞血天劫腿甲,防具-板甲下装-临界玄铁腿甲,防具-板甲下装-圣物:荣耀的地狱公爵的铂金护腿,防具-布甲下装-黑暗幽灵蚕丝护腿,防具-布甲下装-鲜红血纹布甲护腿,防具-布甲下装-怒火攻心护腿,防具-布甲下装-圣物:荣耀的地狱公爵的丝绸长裤,防具-布甲下装-热血枪魂长裤,防具-布甲下装-恶童的南瓜裤,防具-布甲下装-黑雾悬影长裤,防具-板甲腰带-宁静苍翠之水,防具-板甲腰带-正义的抉择,防具-板甲腰带-奔流不息之狂风,防具-板甲腰带-黑暗幽灵矽钢腰带,防具-板甲腰带-鲜红血纹板甲腰带,防具-板甲腰带-库尔图洛的合金腰带,防具-轻甲下装-雷霆万钧护腿,防具-轻甲下装-炙炎 : 荔枝,防具-轻甲下装-灵魂的呐喊,防具-轻甲下装-无形之气韵,防具-轻甲下装-黑暗幽灵紫杉护腿,防具-轻甲下装-光剑洛克的绑腿,防具-轻甲下装-牛头统帅的兽王骨甲,防具-轻甲下装-圣物:荣耀的地狱公爵的陶瓷护腿,防具-轻甲下装-亚辛的月光甲板,防具-皮甲上衣-引路者的黄昏披风,防具-皮甲上衣-无念之仪服,防具-皮甲上衣-黑暗幽灵兽皮胸甲,防具-皮甲上衣-鲜红血纹皮甲胸铠,防具-皮甲上衣-白月沉息长袍,防具-皮甲上衣-贝拉的巡查队制服,防具-皮甲上衣-圣物:荣耀的地狱公爵的狼皮胸甲,防具-皮甲上衣-梦幻列车长的斗篷,防具-板甲腰带-圣物:荣耀的地狱公爵的铂金腰带,防具-板甲腰带-九域玄天腰带,防具-重甲下装-千链锁灵护腿,防具-重甲下装-邪恶之角,防具-重甲下装-亚蒙 : 谎言之力,防具-重甲下装-疯狂之如影随形,防具-重甲下装-黑暗幽灵断刃护腿,防具-重甲下装-鲜红血纹重甲护腿,防具-重甲下装-巨龙金鳞护腿,防具-重甲下装-超级赛亚人变身铠甲,防具-重甲下装-圣物:荣耀的地狱公爵的链金护腿,防具-布甲鞋-激烈欢动踢踏,防具-布甲鞋-大祭司的星祈凉鞋,防具-布甲鞋-堕入地狱之脚,防具-布甲鞋-黑暗幽灵蚕丝长靴,防具-布甲鞋-鲜红血纹布甲战靴,防具-布甲鞋-盟约长靴,防具-布甲鞋-圣物:荣耀的地狱公爵的丝绸战靴,防具-布甲鞋-八足神骏,防具-重甲下装-突击队长的机械腿甲,防具-重甲下装-巨斧克洛的钛银腿甲,防具-重甲上衣-千链锁灵战甲,防具-重甲上衣-妖精之姿,防具-重甲上衣-撒旦 : 沸腾之怒,防具-重甲上衣-泣血之恨,防具-重甲上衣-黑暗幽灵断刃胸甲,防具-重甲上衣-鲜红血纹重甲胸铠,防具-重甲上衣-突击队长的机械护甲,防具-重甲上衣-巨斧克洛的钛银胸甲,防具-重甲上衣-稳如磐石之甲,防具-重甲上衣-圣物:荣耀的地狱公爵的链金胸甲,防具-重甲上衣-血红胸甲,防具-皮甲下装-破釜沉舟护腿,防具-皮甲下装-首席执行官裁决短裤,防具-皮甲下装-死亡阴影短裤,防具-皮甲下装-时空漩涡护腿,防具-皮甲下装-黑暗幽灵兽皮护腿,防具-皮甲下装-鲜红血纹皮甲护腿,防具-皮甲下装-哈布的熔岩长裤,防具-重甲上衣-牛头械王的能量战甲,防具-皮甲下装-圣物:荣耀的地狱公爵的狼皮护腿,防具-皮甲下装-巨型蝙蝠的厄运长裤,防具-皮甲下装-白月沉息护腿,防具-皮甲下装-山崩地怒腿甲,防具-轻甲鞋-遮天蔽日长靴,防具-轻甲鞋-炙炎 : 木瓜,防具-轻甲鞋-寂静寒夜之忍耐,防具-轻甲鞋-悲喜交加,防具-轻甲鞋-鲜红血纹轻甲战靴,防具-轻甲鞋-阿努比斯陶瓷长靴,防具-轻甲鞋-墨影朱莲战靴,防具-轻甲鞋-戮蛊的绝地战靴,防具-布甲头肩-性感洒脱探戈,防具-布甲头肩-大祭司的星祈披肩,防具-布甲头肩-黑暗幽灵蚕丝护肩,防具-布甲头肩-鲜红血纹布甲护肩,防具-布甲头肩-幽灵诡影护肩,防具-布甲头肩-紫花流明护肩,防具-布甲头肩-浴血兵锋护肩,防具-布甲头肩-圣物:荣耀的地狱公爵的丝绸肩甲,防具-布甲腰带-热情舞动桑巴,防具-布甲腰带-大祭司的星祈腰带,防具-布甲腰带-黑暗幽灵蚕丝腰带,防具-布甲腰带-鲜红血纹布甲腰带,防具-布甲腰带-圣物:荣耀的地狱公爵的丝绸腰带,防具-布甲腰带-牛头械王的超能腰甲,防具-布甲腰带-晦暗的忧伤腰带,防具-布甲腰带-命运女神的腰带,防具-布甲上衣-优雅旋律华尔兹,防具-布甲上衣-大祭司的星祈礼袍,防具-布甲上衣-堕落深渊黑魔法衬衫,防具-布甲上衣-黑暗幽灵蚕丝胸甲,防具-布甲上衣-伊甸之森上衣,防具-布甲上衣-哥特萝莉长裙,防具-布甲上衣-圣物:荣耀的地狱公爵的丝绸战袍,防具-布甲上衣-首领萨斯的阴影长袍,防具-板甲上衣-宽恕坚韧之地,防具-板甲上衣-人性的抉择,防具-板甲上衣-奔流不息之岁月,防具-板甲上衣-鲜红血纹板甲胸铠,防具-板甲上衣-黑暗幽灵矽钢铠甲,防具-板甲上衣-警卫队长的战斗胸甲,防具-板甲上衣-圣物:荣耀的地狱公爵的铂金胸甲,防具-板甲上衣-临界玄铁上衣,防具-轻甲上衣-气吞山河战甲,防具-轻甲上衣-炙炎 : 火龙果,防具-轻甲上衣-燃烧烈焰之勇气,防具-轻甲上衣-地狱边缘,防具-轻甲上衣-黑暗幽灵紫杉胸甲,防具-轻甲上衣-鲜红血纹轻甲胸铠,防具-轻甲上衣-噬魂碎灵胸甲,防具-轻甲上衣-死神血影,防具-轻甲上衣-圣物:荣耀的地狱公爵的陶瓷胸甲,防具-轻甲头肩-排山倒海护肩,防具-轻甲头肩-炙炎 : 榴莲,防具-轻甲头肩-艰难求生之斗志,防具-轻甲头肩-完美掌控,防具-轻甲头肩-黑暗幽灵紫杉护肩,防具-轻甲头肩-鲜红血纹轻甲护肩,防具-轻甲头肩-圣物:荣耀的地狱公爵的陶瓷护肩,防具-轻甲头肩-墨影朱莲护肩,防具-轻甲头肩-黑色噩梦肩甲,防具-皮甲头肩-枪林弹雨护肩,防具-皮甲头肩-首席执行官裁决肩甲,防具-皮甲头肩-死亡阴影护肩,防具-皮甲头肩-黑暗幽灵兽皮护肩,防具-皮甲头肩-鲜红血纹皮甲护肩,防具-皮甲头肩-刺金肩甲,防具-皮甲头肩-黑色透视护肩,防具-皮甲头肩-圣物:荣耀的地狱公爵的狼皮护肩,防具-皮甲腰带-首席执行官裁决腰带,防具-皮甲腰带-魔眼之异能腰带,防具-重甲头肩-魔力增幅装置,防具-重甲鞋-黑暗幽灵断刃长靴,防具-皮甲鞋-首席执行官裁决长靴,防具-皮甲鞋-超强化鞋子,防具-重甲腰带-突击队长的机械护腰,防具-轻甲下装-肆虐狂风之意志,防具-轻甲下装-鲜红血纹轻甲护腿,防具-皮甲上衣-米斯特尔的杰作,防具-布甲鞋-暴戾搜捕团的教义之靴,防具-轻甲鞋-黑暗幽灵紫杉长靴,防具-轻甲鞋-圣物:荣耀的地狱公爵的陶瓷战靴,防具-布甲头肩-无欲之花,防具-布甲上衣-鲜红血纹布甲上装,防具-板甲上衣-奔流不息之山川,防具-板甲上衣-机械之心战甲,防具-轻甲上衣-光剑洛克的胸甲,防具-轻甲头肩-幽冥列车长的亡灵护肩,防具-布甲下装-魔法师[???]的护腿,防具-布甲鞋-魔法师[???]的长靴,防具-布甲头肩-魔法师[???]的披风,防具-布甲腰带-魔法师[???]的腰带,防具-布甲上衣-魔法师[???]的长袍,防具-布甲上衣-轮回·黑暗幽灵蚕丝胸甲,防具-板甲上衣-轮回·黑暗幽灵矽钢铠甲,防具-轻甲上衣-轮回·鲜红血纹轻甲胸铠
18.04.25,,,,,2424954.0,,2470767.0,,,,,2510437.0,2471526.0,2412430.0,3766621.0,,,,,,2807700.0,2419698.0,,2392918.0,,,,,,,2443025.0,2441354.0,,,,,,2425019.0,2449369.0,,2445097.0,,,,,,,,,2432864.0,2459853.0,2487879.0,,,,,,,,,2569836.0,2471780.0,20146106.0,,,,,,,2420417.0,2395071.0,,,,,,,,,,,2415742.0,2426216.0,2436370.0,,,,2549026.0,,2567854.0,4602637.0,2535003.0,,,,,,4019029.0,,,,,,2429395.0,2453495.0,,5369468.0,,,,,2696780.0,2728908.0,,2730769.0,,2445309.0,,,,,,,2409293.0,2581367.0,,,,,,,2680546.0,,2560428.0,65449345.0,2466715.0,,,,,,,2780028.0,2652220.0,2682472.0,,3123610.0,,,,,,,2542146.0,2887794.0,,2680768.0,2767327.0,2525585.0,,,,,,2398258.0,2433034.0,2425516.0,,,,,2740962.0,2669943.0,2677020.0,,,,,,,2526208.0,2456524.0,2494298.0,,,,,3179899.0,3158921.0,,3263732.0,,,,,,2687455.0,,2649420.0,,,,,,,2745687.0,2628628.0,,,,,,,,,2467902.0,2458469.0,,,,,,2491021.0,2471904.0,,,2435846.0,7109581.0,,,2406515.0,2642189.0,,,2727002.0,2611062.0,,,,,,2624983.0,2659780.0,2554096.0,,,,,,,,
18.04.26,,,,,2432521.0,,2461524.0,,,,,2513122.0,2490858.0,2417727.0,3758317.0,,,,,,2667660.0,2426372.0,,2400975.0,,,,,,,2455327.0,2445035.0,,,,,,2427187.0,2450021.0,,2472546.0,,,,,,,,,2462621.0,2478551.0,2501308.0,,,,,,,,,2576542.0,2494740.0,20075495.0,,,,,,,2476257.0,2410489.0,,,,,,,,,,,2426505.0,2395275.0,2447395.0,,,,2579917.0,,2566770.0,4595101.0,2552421.0,,,,,,3955275.0,,,,,,2466876.0,2450607.0,,5328929.0,,,,,2700641.0,2725153.0,,2721413.0,,2471041.0,,,,,,,2430075.0,2572412.0,,,,,,,2689466.0,,2573957.0,65729428.0,2474765.0,,,,,,,2766279.0,2659145.0,2680684.0,,3110032.0,,,,,,,2553405.0,2935962.0,,2755128.0,2903168.0,2540944.0,,,,,,2413612.0,2444764.0,2452418.0,,,,,2727456.0,2692223.0,2658582.0,,,,,,,2526653.0,2474464.0,2492918.0,,,,,3170763.0,3166540.0,,3269176.0,,,,,,2735416.0,,2650439.0,,,,,,,2749947.0,2635059.0,,,,,,,,,2500933.0,2476972.0,,,,,,2500179.0,2485834.0,,,2452991.0,7053442.0,,,2417425.0,2625339.0,,,2729195.0,2595437.0,,,,,,2624796.0,2662217.0,2636179.0,,,,,,,,
18.04.27,,,,,2482799.0,,2495974.0,,,,,2519530.0,2467435.0,2422225.0,3712300.0,,,,,,2601088.0,2441269.0,,2425705.0,,,,,,,2451597.0,2460762.0,,,,,,2442204.0,2494835.0,,2524184.0,,,,,,,,,2466282.0,2486457.0,2554334.0,,,,,,,,,2557066.0,2507937.0,20183142.0,,,,,,,2466376.0,2452845.0,,,,,,,,,,,2452561.0,2400428.0,2446932.0,,,,2601552.0,,2634654.0,4662408.0,2555351.0,,,,,,3944545.0,,,,,,2463923.0,2453463.0,,5331285.0,,,,,2700527.0,2738992.0,,2758308.0,,2457580.0,,,,,,,2465122.0,2592201.0,,,,,,,2739193.0,,2586272.0,65852339.0,2481053.0,,,,,,,2826701.0,2665136.0,2678499.0,,3118786.0,,,,,,,2609323.0,2964844.0,,2802363.0,2915128.0,2553609.0,,,,,,2432369.0,2449349.0,2454523.0,,,,,2771921.0,2764083.0,2664827.0,,,,,,,2516628.0,2492396.0,2493277.0,,,,,3169656.0,3206531.0,,3287462.0,,,,,,2742414.0,,2651035.0,,,,,,,2762816.0,2681703.0,,,,,,,,,2493771.0,2512278.0,,,,,,2500898.0,2523104.0,,,2456520.0,7129649.0,,,2456910.0,2621375.0,,,2799856.0,2586378.0,,,,,,2663380.0,2654946.0,2635507.0,,,,,,,,
18.04.28,,,,,2533749.0,,2493521.0,,,,,2529631.0,2512218.0,2482375.0,3728819.0,,,,,,2654799.0,2418846.0,,2499463.0,,,,,,,2452802.0,2436017.0,,,,,,2431700.0,2485154.0,,2591823.0,,,,,,,,,2460377.0,2485459.0,2529789.0,,,,,,,,,2565271.0,2484527.0,20561137.0,,,,,,,2437684.0,2491605.0,,,,,,,,,,,2515244.0,2393217.0,2436777.0,,,,2612141.0,,2569184.0,4780553.0,2542155.0,,,,,,3956714.0,,,,,,2445018.0,2473424.0,,5365635.0,,,,,2697247.0,2738217.0,,2736623.0,,2449858.0,,,,,,,2522250.0,2563764.0,,,,,,,2786104.0,,2570822.0,65960695.0,2464604.0,,,,,,,2842176.0,2637100.0,2734411.0,,3208759.0,,,,,,,2740371.0,3023938.0,,2995337.0,2884940.0,2555587.0,,,,,,2484091.0,2445916.0,2454341.0,,,,,2765316.0,2859581.0,2660111.0,,,,,,,2523846.0,2573655.0,2493216.0,,,,,3166019.0,3316538.0,,3302287.0,,,,,,2766875.0,,2639677.0,,,,,,,2775097.0,2727934.0,,,,,,,,,2487559.0,2609498.0,,,,,,2486624.0,2599917.0,,,2451439.0,7355579.0,,,2530816.0,2707593.0,,,2933196.0,2601220.0,,,,,,2717372.0,2649361.0,2625096.0,,,,,,,,
18.04.29,,,,,2574581.0,,2424090.0,,,,,2500657.0,2505580.0,2481372.0,3735337.0,,,,,,2608318.0,2400739.0,,2478677.0,,,,,,,2425081.0,2402333.0,,,,,,2398789.0,2435124.0,,2724846.0,,,,,,,,,2436136.0,2469000.0,2493015.0,,,,,,,,,2547484.0,2447510.0,20826533.0,,,,,,,2401691.0,2512964.0,,,,,,,,,,,2534550.0,2391295.0,2399342.0,,,,2575259.0,,2530938.0,4932305.0,2490687.0,,,,,,3977436.0,,,,,,2413046.0,2433706.0,,5406582.0,,,,,2657960.0,2705798.0,,2676260.0,,2423557.0,,,,,,,2528177.0,2502564.0,,,,,,,2888944.0,,2524937.0,66898936.0,2438102.0,,,,,,,2808814.0,2602600.0,2620567.0,,3302606.0,,,,,,,2820762.0,2978733.0,,2962929.0,2823982.0,2516668.0,,,,,,2486758.0,2409453.0,2454370.0,,,,,2696449.0,2901473.0,2615981.0,,,,,,,2476746.0,2586770.0,2449509.0,,,,,3168256.0,3373885.0,,3294154.0,,,,,,2728712.0,,2605802.0,,,,,,,2895418.0,2729813.0,,,,,,,,,2457305.0,2656092.0,,,,,,2467652.0,2652082.0,,,2417785.0,7470362.0,,,2518453.0,2646669.0,,,2987715.0,2554757.0,,,,,,2711564.0,2613676.0,2723910.0,,,,,,,,
18.04.30,,,,,2462663.0,,2420347.0,,,,,2516568.0,2469284.0,2410920.0,3728024.0,,,,,,2611610.0,2387585.0,,2394158.0,,,,,,,2424565.0,2394606.0,,,,,,2389813.0,2414645.0,,2589972.0,,,,,,,,,2428324.0,2451895.0,2446077.0,,,,,,,,,2523424.0,2432496.0,20650396.0,,,,,,,2389023.0,2414764.0,,,,,,,,,,,2429254.0,2371057.0,2392553.0,,,,2515453.0,,2533195.0,4876831.0,2488862.0,,,,,,3928911.0,,,,,,2403457.0,2419310.0,,5314256.0,,,,,2640486.0,2631922.0,,2664951.0,,2404827.0,,,,,,,2406518.0,2462995.0,,,,,,,2825682.0,,2519609.0,67746531.0,2427877.0,,,,,,,2755830.0,2589878.0,2604495.0,,3267415.0,,,,,,,2772550.0,2891680.0,,2842648.0,2814557.0,2530519.0,,,,,,2396147.0,2401369.0,2401856.0,,,,,2649161.0,2737184.0,2611088.0,,,,,,,2457546.0,2449663.0,2434009.0,,,,,3127177.0,3189320.0,,3173674.0,,,,,,2653293.0,,2594325.0,,,,,,,2879710.0,2638199.0,,,,,,,,,2439237.0,2509623.0,,,,,,2447483.0,2519679.0,,,2403855.0,7392493.0,,,2424005.0,2558752.0,,,2806269.0,2534293.0,,,,,,2625263.0,2605904.0,2649913.0,,,,,,,,
18.05.01,,,,,2396139.0,,2402635.0,,,,,2463502.0,2464189.0,2384844.0,3740572.0,,,,,,2609237.0,2392915.0,,2381022.0,,,,,,,2418618.0,2391761.0,,,,,,2388439.0,2416437.0,,2442341.0,,,,,,,,,2422636.0,2454405.0,2449509.0,,,,,,,,,2513066.0,2429854.0,20089512.0,,,,,,,2396757.0,2379775.0,,,,,,,,,,,2386726.0,2355609.0,2394807.0,,,,2507054.0,,2519580.0,4665496.0,2478215.0,,,,,,3760921.0,,,,,,2405189.0,2420992.0,,4948383.0,,,,,2633058.0,2661564.0,,2667892.0,,2403091.0,,,,,,,2376543.0,2500526.0,,,,,,,2704320.0,,2512001.0,68075084.0,2432368.0,,,,,,,2749954.0,2588866.0,2615490.0,,3086237.0,,,,,,,2618241.0,2903579.0,,2858302.0,2839196.0,2512487.0,,,,,,2373598.0,2398690.0,2404877.0,,,,,2653390.0,2673690.0,2613456.0,,,,,,,2455188.0,2402270.0,2436213.0,,,,,3120662.0,3122470.0,,3187490.0,,,,,,2631705.0,,2587933.0,,,,,,,2696567.0,2600863.0,,,,,,,,,2456675.0,2446273.0,,,,,,2448388.0,2451336.0,,,2400700.0,7050077.0,,,2387691.0,2568740.0,,,2710532.0,2534848.0,,,,,,2594875.0,2596337.0,2636606.0,,,,,,,,
18.05.02,,,,,2391248.0,,2395872.0,,,,,2446828.0,2499606.0,2378396.0,3790069.0,,,,,,2624132.0,2390754.0,,2380233.0,,,,,,,2414871.0,2394015.0,,,,,,2389570.0,2412737.0,,2438771.0,,,,,,,,,2419132.0,2442437.0,2433889.0,,,,,,,,,2531274.0,2431529.0,19859826.0,,,,,,,2392076.0,2380231.0,,,,,,,,,,,2385874.0,2362488.0,2398278.0,,,,2500639.0,,2531390.0,4597530.0,2479524.0,,,,,,3698922.0,,,,,,2405742.0,2423271.0,,4907774.0,,,,,2646139.0,2638046.0,,2672895.0,,2405411.0,,,,,,,2384301.0,2495953.0,,,,,,,2681972.0,,2513972.0,69449520.0,2429911.0,,,,,,,2769132.0,2589496.0,2626453.0,,3055202.0,,,,,,,2586075.0,2997152.0,,2894785.0,3020121.0,2503477.0,,,,,,2371084.0,2399871.0,2392778.0,,,,,2674400.0,2678758.0,2616158.0,,,,,,,2446061.0,2411406.0,2432126.0,,,,,3133779.0,3113034.0,,3171739.0,,,,,,2640062.0,,2593682.0,,,,,,,2713960.0,2601753.0,,,,,,,,,2441751.0,2430715.0,,,,,,2447980.0,2454402.0,,,2405135.0,6904889.0,,,2374444.0,2592743.0,,,2716631.0,2512550.0,,,,,,2599853.0,2603124.0,2623135.0,,,,,,,,
18.05.03,,,,,2416464.0,,2442048.0,,,,,2478795.0,2476906.0,2397308.0,3834828.0,,,,,,2673354.0,2405692.0,,2388340.0,,,,,,,2444798.0,2421709.0,,,,,,2413743.0,2452096.0,,2467265.0,,,,,,,,,2430982.0,2475433.0,2457097.0,,,,,,,,,2595695.0,2457608.0,19856926.0,,,,,,,2411206.0,2389879.0,,,,,,,,,,,2401513.0,2359788.0,2415461.0,,,,2584299.0,,2564070.0,4606800.0,2510465.0,,,,,,3691386.0,,,,,,2428254.0,2464351.0,,4883072.0,,,,,2657634.0,2687397.0,,2706424.0,,2418644.0,,,,,,,2398174.0,2532657.0,,,,,,,2704893.0,,2572092.0,70210078.0,2444473.0,,,,,,,2871541.0,2601829.0,2641882.0,,3053374.0,,,,,,,2583847.0,3080940.0,,2909688.0,3171009.0,2545807.0,,,,,,2390108.0,2421051.0,2420962.0,,,,,2742922.0,2735219.0,2669529.0,,,,,,,2482182.0,2428352.0,2449129.0,,,,,3123575.0,3136625.0,,3221395.0,,,,,,2687600.0,,2590643.0,,,,,,,2940598.0,2603393.0,,,,,,,,,2474704.0,2455832.0,,,,,,2468284.0,2476613.0,,,2419286.0,6937057.0,,,2394407.0,2591703.0,,,2730910.0,2560959.0,,,,,,2605287.0,2619943.0,2654604.0,,,,,,,,
18.05.04,,,,,2509947.0,,2484506.0,,,,,2514077.0,2518418.0,2440438.0,3833184.0,,,,,,2722771.0,2421071.0,,2430173.0,,,,,,,2479627.0,2423395.0,,,,,,2420490.0,2477277.0,,2535296.0,,,,,,,,,2438429.0,2534743.0,2516920.0,,,,,,,,,2642061.0,2475673.0,19901470.0,,,,,,,2423727.0,2459807.0,,,,,,,,,,,2469997.0,2417998.0,2424433.0,,,,2619428.0,,2603349.0,4735071.0,2522981.0,,,,,,3762474.0,,,,,,2431964.0,2527704.0,,5010432.0,,,,,2666350.0,2714403.0,,2697301.0,,2437215.0,,,,,,,2456764.0,2617040.0,,,,,,,2791773.0,,2585198.0,70526496.0,2459812.0,,,,,,,3016786.0,2607296.0,2661318.0,,3089291.0,,,,,,,2636729.0,3230361.0,,3023487.0,3186144.0,2612479.0,,,,,,2453637.0,2428381.0,2444928.0,,,,,2836718.0,2841469.0,2701370.0,,,,,,,2544962.0,2514099.0,2466340.0,,,,,3151498.0,3236587.0,,3252747.0,,,,,,2765965.0,,2598285.0,,,,,,,2942849.0,2644226.0,,,,,,,,,2495370.0,2536754.0,,,,,,2490714.0,2555258.0,,,2432381.0,7139180.0,,,2445704.0,2695653.0,,,2814455.0,2579177.0,,,,,,2660920.0,2615151.0,2736999.0,,,,,,,,
18.05.05,,,,,2548779.0,,2492946.0,,,,,2521765.0,2552974.0,2497046.0,3834049.0,,,,,,2720620.0,2409001.0,,2492245.0,,,,,,,2464237.0,2413534.0,,,,,,2422270.0,2467014.0,,2657403.0,,,,,,,,,2432347.0,2582804.0,2528018.0,,,,,,,,,2607369.0,2459112.0,20007449.0,,,,,,,2420055.0,2519573.0,,,,,,,,,,,2538385.0,2360166.0,2423252.0,,,,2587856.0,,2577278.0,5051718.0,2508120.0,,,,,,3885394.0,,,,,,2430421.0,2481430.0,,5133758.0,,,,,2677882.0,2695650.0,,2711902.0,,2429960.0,,,,,,,2513322.0,2588804.0,,,,,,,2874072.0,,2578194.0,70270439.0,2448986.0,,,,,,,2969898.0,2605802.0,2653323.0,,3237739.0,,,,,,,2750604.0,3162267.0,,3017531.0,3094657.0,2610275.0,,,,,,2511700.0,2427503.0,2450065.0,,,,,2780025.0,2899135.0,2658700.0,,,,,,,2519246.0,2569440.0,2461172.0,,,,,3148324.0,3280514.0,,3300880.0,,,,,,2727382.0,,2588753.0,,,,,,,2880600.0,2736925.0,,,,,,,,,2479489.0,2601825.0,,,,,,2486780.0,2655378.0,,,2425417.0,7292497.0,,,2534641.0,2688560.0,,,2964468.0,2606547.0,,,,,,2727093.0,2613082.0,2697618.0,,,,,,,,
18.05.06,,,,,2587266.0,,2430036.0,,,,,2466201.0,2463743.0,2491617.0,3828611.0,,,,,,2635861.0,2391565.0,,2479329.0,,,,,,,2466167.0,2399341.0,,,,,,2399035.0,2431624.0,,2679570.0,,,,,,,,,2427720.0,2472228.0,2457663.0,,,,,,,,,2556845.0,2427927.0,20235485.0,,,,,,,2401743.0,2508327.0,,,,,,,,,,,2512700.0,2326633.0,2399216.0,,,,2517530.0,,2524844.0,5268823.0,2473650.0,,,,,,3951419.0,,,,,,2402210.0,2441555.0,,5147092.0,,,,,2628702.0,2671230.0,,2659619.0,,2409337.0,,,,,,,2550840.0,2523531.0,,,,,,,2930389.0,,2527632.0,70229745.0,2435062.0,,,,,,,2875471.0,2576647.0,2607220.0,,3321285.0,,,,,,,2789251.0,3087032.0,,3029026.0,2951839.0,2558702.0,,,,,,2511249.0,2408025.0,2420722.0,,,,,2672516.0,2897260.0,2619179.0,,,,,,,2484954.0,2548965.0,2437331.0,,,,,3107356.0,3266314.0,,3196324.0,,,,,,2734002.0,,2579785.0,,,,,,,2731394.0,2716197.0,,,,,,,,,2442221.0,2598204.0,,,,,,2456288.0,2653207.0,,,2413002.0,7376231.0,,,2530514.0,2669870.0,,,3032239.0,2533379.0,,,,,,2694388.0,2587942.0,2645239.0,,,,,,,,
