x,副职业-副职材料-GT-9600 卡片,副职业-副职材料-人鱼之王图雷 卡片,副职业-副职材料-传道士奥赛弗 卡片,副职业-副职材料-修嘉璐 卡片,副职业-副职材料-光剑克洛 卡片,副职业-副职材料-兔女郎伊伦丝 卡片,副职业-副职材料-全金属机甲 卡片,副职业-副职材料-全金属机甲斗神 卡片,副职业-副职材料-公义之奈克斯 卡片,副职业-副职材料-公爵尤里斯 卡片,副职业-副职材料-兽王乌塔拉 卡片,副职业-副职材料-净化之施内德 卡片,副职业-副职材料-刀疤鼠 卡片,副职业-副职材料-包容之昙娜 卡片,副职业-副职材料-北极风纳斯拉 卡片,副职业-副职材料-占星师罗赛洛 卡片,副职业-副职材料-卢克西 卡片,副职业-副职材料-变异的杰玛尔 卡片,副职业-副职材料-叹息之兰帕德 卡片,副职业-副职材料-吞噬之厄伽勒 卡片,副职业-副职材料-吞噬魔 卡片,副职业-副职材料-吟游诗人艾丽丝 卡片,副职业-副职材料-命运之诺伦 卡片,副职业-副职材料-噩梦之内尔贝 卡片,副职业-副职材料-噩梦之源 卡片,副职业-副职材料-囚徒之麦克罗里 卡片,副职业-副职材料-圣者米歇尔 卡片,副职业-副职材料-地狱三头犬 卡片,副职业-副职材料-堕落的阿索尔 卡片,副职业-副职材料-大型玛努斯 卡片,副职业-副职材料-契约者奈里 卡片,副职业-副职材料-奴隶商梅希 卡片,副职业-副职材料-妖女娜姆 卡片,副职业-副职材料-宇宙恶魔：罗什 (纯白) 卡片,副职业-副职材料-宇宙恶魔：罗什 (黑暗) 卡片,副职业-副职材料-安徒恩的心脏 卡片,副职业-副职材料-小狗坨坨 卡片,副职业-副职材料-小美人鱼空空伊 卡片,副职业-副职材料-尼尔巴斯·格拉西亚 卡片,副职业-副职材料-巡视者梅尔塔 卡片,副职业-副职材料-巨型烈焰傀儡的卡片,副职业-副职材料-巨锤小丑 卡片,副职业-副职材料-希特拉克 卡片,副职业-副职材料-常春魔藤 卡片,副职业-副职材料-平手的多米尼 卡片,副职业-副职材料-幼年赫斯 卡片,副职业-副职材料-强韧的冒险家灵魂,副职业-副职材料-德拉尔 卡片,副职业-副职材料-怨恨之摩根 卡片,副职业-副职材料-恐怖之阿斯特罗斯 卡片,副职业-副职材料-悲痛的布冯 卡片,副职业-副职材料-慈悲之维塔 卡片,副职业-副职材料-憎恶之贝伊尔 卡片,副职业-副职材料-拉索迪亚 卡片,副职业-副职材料-无头骑士 卡片,副职业-副职材料-无形之希洛克 卡片,副职业-副职材料-无念之希洛克-莱斯特 卡片,副职业-副职材料-无我之希洛克-拉维茜 卡片,副职业-副职材料-无言之希洛克 - 吉里 卡片,副职业-副职材料-普纳托尔·铎尔丘 卡片,副职业-副职材料-暗之偶像阿努比斯 卡片,副职业-副职材料-暴走德瑞斯 卡片,副职业-副职材料-机动队长苏雷德 卡片,副职业-副职材料-机械吉赛尔 卡片,副职业-副职材料-机械顽童咕噜 卡片,副职业-副职材料-杰森·格里克 卡片,副职业-副职材料-格拉古尔 卡片,副职业-副职材料-格莱德·艾科斯 卡片,副职业-副职材料-梅迪亚 卡片,副职业-副职材料-梦幻列车长拉宾特 卡片,副职业-副职材料-歼灭之内尔贝 卡片,副职业-副职材料-治疗师索纳尔 卡片,副职业-副职材料-泽忒斯 卡片,副职业-副职材料-派普·乔 卡片,副职业-副职材料-海鲨王加顿 卡片,副职业-副职材料-淘气的贝奇 卡片,副职业-副职材料-混沌之奥兹玛 卡片,副职业-副职材料-湮灭之弗雷伊内斯 卡片,副职业-副职材料-漫游者麦吉 卡片,副职业-副职材料-灵幻师 卡片,副职业-副职材料-炎猫妖 卡片,副职业-副职材料-炽炎之艾格尼丝 卡片,副职业-副职材料-熔岩虫 卡片,副职业-副职材料-熔弹萨缪尔 卡片,副职业-副职材料-爆炎剑守护者 卡片,副职业-副职材料-爆龙王巴卡尔 卡片,副职业-副职材料-牛头统帅 卡片,副职业-副职材料-犬人哈多 卡片,副职业-副职材料-犬使摩震 卡片,副职业-副职材料-狂乱的伪装者 卡片,副职业-副职材料-狂热者迪欧尔贝 卡片,副职业-副职材料-狄瑞吉的幻影 卡片,副职业-副职材料-狗头人班希亚 卡片,副职业-副职材料-猎杀草 卡片,副职业-副职材料-生命之息,副职业-副职材料-疯狂殉道者 亚丁·巴德 卡片,副职业-副职材料-疯蚁杜兰特 卡片,副职业-副职材料-皎玉之哈尔巴特 卡片,副职业-副职材料-磁力恶魔：普拉 卡片,副职业-副职材料-磁力恶魔：马格内特 卡片,副职业-副职材料-空间支配者伽乌尼斯 卡片,副职业-副职材料-第七之米斯特尔 卡片,副职业-副职材料-第三英雄 铁血剑士巴赫 卡片,副职业-副职材料-粉碎之阿托尔 卡片,副职业-副职材料-红色小丑 卡片,副职业-副职材料-纯血者德瓦斯特 卡片,副职业-副职材料-老千考里斯 卡片,副职业-副职材料-花郎道 卡片,副职业-副职材料-范哲利斯 卡片,副职业-副职材料-莫格尼斯 卡片,副职业-副职材料-蓝影马萨乔 卡片,副职业-副职材料-蓝色魔女 卡片,副职业-副职材料-虫王戮蛊 卡片,副职业-副职材料-蜘蛛公主安吉丽娜 卡片,副职业-副职材料-血剑比拉多 卡片,副职业-副职材料-被囚禁的开普洛斯 卡片,副职业-副职材料-西克特·帕菲斯 卡片,副职业-副职材料-诺丝克尔 卡片,副职业-副职材料-贝里斯克 卡片,副职业-副职材料-超合金恶魔：艾罗伊 卡片,副职业-副职材料-超越之诺尔妮 卡片,副职业-副职材料-迷雾中的暗杀者 卡片,副职业-副职材料-邪龙斯皮兹 卡片,副职业-副职材料-邪龙斯皮兹头部 卡片,副职业-副职材料-野兽师鲁乌格 卡片,副职业-副职材料-量产型贝奇 卡片,副职业-副职材料-钢铁巨兽 卡片,副职业-副职材料-钢铁意志 卡片,副职业-副职材料-铁腕公主卡巴莉 卡片,副职业-副职材料-锈剑朱力昂 卡片,副职业-副职材料-锤王波罗丁 卡片,副职业-副职材料-长脚罗特斯  卡片,副职业-副职材料-闪灵萨吉 卡片,副职业-副职材料-阴影之舞耶姆 卡片,副职业-副职材料-阿伽门农之大天使 卡片,副职业-副职材料-阿加雷斯 卡片,副职业-副职材料-阿尔高斯 卡片,副职业-副职材料-雪人燃烧炉 卡片,副职业-副职材料-雷鸣之帕米斯 卡片,副职业-副职材料-飞行侠杰利可 卡片,副职业-副职材料-饥饿的杰克 卡片,副职业-副职材料-驯兽者伽罗华 卡片,副职业-副职材料-高强化阿尔高斯 卡片,副职业-副职材料-魂:倔强的哈尼克 卡片,副职业-副职材料-魂:暴戾搜捕团祭司诺比斯 卡片,副职业-副职材料-魂:牛头械王 卡片,副职业-副职材料-魂:盗墓王 卡片,副职业-副职材料-魂:虫王戮蛊 卡片,副职业-副职材料-魂:锤王波罗丁 卡片,副职业-副职材料-魂:风之涡苏 卡片,副职业-副职材料-魔刹石伊弗 卡片,副职业-副职材料-魔剑贝亚罗 卡片,副职业-副职材料-魔剑阿波菲斯 卡片,副职业-副职材料-魔力溶解剂,副职业-副职材料-魔法巨龙石像的卡片,副职业-副职材料-魔笛使者皮特 卡片,副职业-副职材料-魔雷者麦瑟·莫纳亨 卡片,副职业-副职材料-黄金粉末,副职业-副职材料-黑暗召唤者塔利亚 卡片,副职业-副职材料-黑烟之克雷斯 卡片,副职业-副职材料-龙之心,副职业-控偶师-平凡的灵魂精髓,副职业-控偶师-强韧的灵魂精髓,副职业-控偶师-成熟的冒险家灵魂,副职业-控偶师-成熟的灵魂精髓,副职业-控偶师-淬炼的灵魂精髓,副职业-炼金术师-智慧史诗追踪药剂,副职业-炼金术师-瞬间移动药剂,副职业-炼金术师-神圣祝福药水,副职业-炼金术师-神灵的庇佑,副职业-炼金术师-魔力结晶,副职业-附魔师-光之圣女宝珠,副职业-附魔师-光之英雄宝珠,副职业-附魔师-力量次元宝珠,副职业-附魔师-卡恩之魄 宝珠,副职业-附魔师-卡西利亚斯之魄 宝珠,副职业-附魔师-地龙之魂宝珠,副职业-附魔师-大地之英雄宝珠,副职业-附魔师-奥兹玛之魄 宝珠,副职业-附魔师-守护次元宝珠,副职业-附魔师-寒冰之英雄宝珠,副职业-附魔师-巴卡尔之魄 宝珠,副职业-附魔师-希洛克之魄 宝珠,副职业-附魔师-幻龙之魂宝珠,副职业-附魔师-无色魔力的产物,副职业-附魔师-普雷·伊希斯之魄 宝珠,副职业-附魔师-智力次元宝珠,副职业-附魔师-暗之圣女宝珠,副职业-附魔师-暗之英雄宝珠,副职业-附魔师-暴风之英雄宝珠,副职业-附魔师-格陵布拉德 宝珠（20.03魔盒）,副职业-附魔师-烈火之英雄宝珠,副职业-附魔师-狼族英雄宝珠,副职业-附魔师-白色魔力的产物,副职业-附魔师-白龙之魂宝珠,副职业-附魔师-米歇尔之魄 宝珠,副职业-附魔师-红色次元宝珠,副职业-附魔师-红色魔力的产物,副职业-附魔师-艾肯 宝珠（20.03魔盒）,副职业-附魔师-苍穹贵族号绿玉宝珠,副职业-附魔师-苍龙之魂宝珠,副职业-附魔师-蓝色次元宝珠,副职业-附魔师-蓝色魔力的产物,副职业-附魔师-赫尔德之魄 宝珠,副职业-附魔师-金龙之魂宝珠,副职业-附魔师-钢铁之英雄宝珠,副职业-附魔师-银龙之魂宝珠,副职业-附魔师-阿古朗达 宝珠（20.03魔盒）,副职业-附魔师-青龙之墨玉宝珠,副职业-附魔师-青龙之碧玉宝珠,副职业-附魔师-青龙之血玉宝珠,副职业-附魔师-青龙之魂宝珠,副职业-附魔师-黄龙之白玉宝珠,副职业-附魔师-黄龙之碧玉宝珠,副职业-附魔师-黄龙之血玉宝珠,副职业-附魔师-黑色魔力的产物
17.08.23,5658.0,40.0,2008.0,1973.0,228.0,2178057.0,360084.0,79382092.0,1747078.0,366868.0,6191245.0,1690277.0,1677236.0,71454993.0,10170108.0,387361.0,10018206.0,553273.0,902037.0,375863.0,,,,,,,,,,,,1744130.0,,4661484.0,603.0,,52729854.0,,4727660.0,1833474.0,1367845.0,141.0,17798521.0,,,1679113.0,944439.0,388063.0,1894892.0,12008447.0,,,164.0,1754390.0,1878757.0,5550099.0,,382024.0,,353397.0,,373965.0,,,10514673.0,11971710.0,11928604.0,11234596.0,10627044.0,12118691.0,9835340.0,1868847.0,26303690.0,,,1715384.0,587778.0,374432.0,1319029.0,1854046.0,1720437.0,1696984.0,374638.0,,,418862.0,897061.0,,52290074.0,78541960.0,1710667.0,,3439939.0,15041847.0,2331132.0,363388.0,61.0,,1676892.0,,431.0,,1693001.0,38652469.0,360926.0,,375794.0,,,,,,,2141.0,2389.0,457.0,1570.0,2013.0,,,,,,,,,,,,,,,840.0,,,,2752408.0,41052225.0,4033286.0,356198.0,33505856.0,682446.0,370934.0,,380641.0,2849346.0,370942.0,1698324.0,5424546.0,1774417.0,1763587.0,,3760764.0,3770381.0,1690133.0,381549.0,1709448.0,79221575.0,33787383.0,569898.0,,,1825211.0,563649.0,368702.0,,,,,,,,1971500.0,594663.0,1727772.0,,1663692.0,609624.0,1339888.0,,,,4892928.0,,360624.0,4741017.0,762420.0,18094813.0,,362581.0,373556.0,,50054296.0,3294132.0,,,445435.0,400861.0,76918706.0,,4503581.0,12111133.0,16381677.0,1711725.0,4053398.0,373682.0,1690944.0,367071.0,385242.0,371333.0,,,376160.0,377112.0,362732.0,
17.08.24,5688.0,40.0,1990.0,1955.0,231.0,2151644.0,362124.0,79467452.0,1757768.0,378579.0,6273513.0,1720951.0,1700066.0,70386592.0,10453409.0,396064.0,9804500.0,546396.0,902674.0,384866.0,,,,,,,,,,,,1763955.0,,4602439.0,621.0,,52027346.0,,4659926.0,1841524.0,1464849.0,139.0,17062150.0,,,1707471.0,926145.0,400718.0,1868572.0,11867116.0,,,177.0,1782573.0,1877244.0,5385287.0,,389376.0,,356753.0,,378623.0,,,10355323.0,11977355.0,11853542.0,11113229.0,10427593.0,12219982.0,9740059.0,1868923.0,25335466.0,,,1745456.0,593483.0,381583.0,1288227.0,1878781.0,1729800.0,1721130.0,381539.0,,,425287.0,889526.0,,51846212.0,78295387.0,1743649.0,,3454551.0,14695954.0,2290123.0,369705.0,60.0,,1709551.0,,431.0,,1706695.0,39155518.0,368284.0,,374612.0,,,,,,,2137.0,2379.0,464.0,1552.0,1997.0,,,,,,,,,,,,,,,839.0,,,,2721690.0,43353400.0,3854724.0,358953.0,33597002.0,676381.0,373122.0,,394550.0,2796689.0,378992.0,1723246.0,5435438.0,1787667.0,1764102.0,,3770136.0,3772379.0,1725400.0,382789.0,1757582.0,77430257.0,32822682.0,553538.0,,,1888157.0,569417.0,377468.0,,,,,,,,1960560.0,591585.0,1722288.0,,1750514.0,599033.0,1514305.0,,,,5034876.0,,366818.0,4646415.0,768619.0,18471654.0,,371054.0,378463.0,,49198235.0,3255335.0,,,446765.0,403642.0,75779383.0,,4363548.0,12309690.0,16737107.0,1737898.0,4003737.0,375725.0,1719103.0,369119.0,397637.0,376918.0,,,389230.0,378049.0,369681.0,
17.08.25,5627.0,42.0,2074.0,1988.0,230.0,2176410.0,370205.0,79673053.0,1789525.0,385597.0,6283822.0,1744567.0,1736585.0,69665969.0,10596456.0,416731.0,9895611.0,549153.0,905638.0,394253.0,,,,,,,,,,,,1783847.0,,4609502.0,641.0,,51594452.0,,4657751.0,1864621.0,1568764.0,141.0,16845885.0,,,1735303.0,928925.0,411911.0,1857510.0,11756454.0,,,182.0,1822053.0,1906172.0,5364512.0,,397608.0,,370227.0,,393864.0,,,10330014.0,11971978.0,11771438.0,11102803.0,10400691.0,12171914.0,9688964.0,1890750.0,25055295.0,,,1769374.0,597004.0,397978.0,1281576.0,1896475.0,1745151.0,1748650.0,392959.0,,,433203.0,893269.0,,52287975.0,78344120.0,1760627.0,,3469208.0,14773942.0,2287748.0,379596.0,61.0,,1734430.0,,430.0,,1725466.0,39458311.0,378433.0,,386191.0,,,,,,,2116.0,2355.0,483.0,1548.0,1995.0,,,,,,,,,,,,,,,836.0,,,,2713981.0,43738462.0,3811320.0,369852.0,33351108.0,676846.0,385288.0,,401375.0,2801357.0,389823.0,1748394.0,5447135.0,1820932.0,1758945.0,,3767613.0,3793107.0,1745544.0,390265.0,1775475.0,78020197.0,32638243.0,554173.0,,,1921782.0,577969.0,389407.0,,,,,,,,1891009.0,591996.0,1735183.0,,1759687.0,602541.0,1567680.0,,,,5002318.0,,377617.0,4617886.0,772357.0,18669097.0,,381275.0,390776.0,,49165792.0,3268571.0,,,460077.0,410797.0,75599260.0,,4350371.0,12262679.0,16766224.0,1761811.0,3998047.0,382898.0,1741830.0,377351.0,409941.0,385611.0,,,398419.0,392150.0,378151.0,
17.08.26,5597.0,43.0,2154.0,1980.0,228.0,2171115.0,396455.0,80278186.0,1828230.0,410413.0,6196685.0,1795007.0,1798296.0,69397748.0,10442222.0,433195.0,9844943.0,562878.0,899954.0,408601.0,,,,,,,,,,,,1824204.0,,4565544.0,667.0,,50973394.0,,4588114.0,1892063.0,0.0,139.0,16576000.0,,,1779831.0,924636.0,432277.0,1858277.0,11823967.0,,,190.0,1861250.0,1972054.0,5385824.0,,411270.0,,395121.0,,417935.0,,,10075616.0,11864948.0,11781320.0,10975751.0,10235661.0,12040873.0,9502592.0,1967140.0,26013170.0,,,1803518.0,610987.0,415486.0,1308256.0,1948726.0,1787446.0,1775171.0,426636.0,,,445541.0,871663.0,,52706264.0,78287546.0,1810022.0,,3446040.0,14781190.0,2269522.0,396307.0,61.0,,1778400.0,,427.0,,1770609.0,39299387.0,397507.0,,411101.0,,,,,,,2117.0,2279.0,494.0,1574.0,2009.0,,,,,,,,,,,,,,,835.0,,,,2672337.0,42156297.0,3822203.0,394172.0,33783398.0,673558.0,393083.0,,413797.0,2807884.0,420233.0,1788986.0,5383377.0,1859810.0,1790698.0,,3699336.0,3829804.0,1777777.0,409965.0,1809733.0,76979198.0,32309384.0,587024.0,,,1941790.0,566111.0,404757.0,,,,,,,,1893714.0,584925.0,1705345.0,,1732213.0,604033.0,1419503.0,,,,5456891.0,,393799.0,4602795.0,763423.0,18749036.0,,403546.0,412628.0,,48897328.0,3149049.0,,,481064.0,448699.0,74513921.0,,4267502.0,12160671.0,16719028.0,1802160.0,3986103.0,400803.0,1767264.0,391375.0,433658.0,401105.0,,,421569.0,419171.0,402260.0,
17.08.27,5603.0,42.0,2249.0,1924.0,230.0,2184872.0,383816.0,79804281.0,1844013.0,405546.0,6227949.0,1794166.0,1780601.0,69873214.0,10257427.0,420322.0,9820177.0,562746.0,892614.0,406869.0,,,,,,,,,,,,1814318.0,,4561323.0,678.0,,51834910.0,,4615125.0,1872183.0,1793780.0,136.0,16523199.0,,,1777645.0,944449.0,430060.0,1858086.0,12097586.0,,,191.0,1851237.0,1987175.0,5328923.0,,414272.0,,381296.0,,415914.0,,,9882589.0,11875826.0,11688852.0,10772187.0,10038081.0,11911084.0,9452726.0,1984230.0,26229361.0,,,1809216.0,616749.0,408874.0,1314369.0,1947308.0,1782016.0,1777721.0,425162.0,,,441909.0,864138.0,,51751261.0,77991183.0,1800047.0,,3416813.0,14768760.0,2258748.0,392763.0,60.0,,1766718.0,,430.0,,1800338.0,38927103.0,394231.0,,410109.0,,,,,,,2130.0,2265.0,476.0,1537.0,2018.0,,,,,,,,,,,,,,,831.0,,,,2694895.0,41547429.0,3904456.0,380706.0,34076757.0,674294.0,393054.0,,411783.0,2805608.0,411718.0,1777704.0,5418793.0,1860987.0,1795750.0,,3614283.0,3817106.0,1775828.0,400566.0,1789908.0,76514187.0,32149797.0,591572.0,,,1941107.0,565282.0,404392.0,,,,,,,,1868936.0,586405.0,1742955.0,,1693260.0,606850.0,1459214.0,,,,4987406.0,,389990.0,4580860.0,758849.0,18378420.0,,403612.0,407658.0,,49339241.0,3277012.0,,,493980.0,458769.0,73990889.0,,4232280.0,12134596.0,16589789.0,1788175.0,4022856.0,399118.0,1757729.0,394426.0,427991.0,399361.0,,,416089.0,415081.0,400011.0,
17.08.28,5614.0,44.0,2203.0,2043.0,232.0,2196009.0,383156.0,78945028.0,1844160.0,392775.0,6280053.0,1786905.0,1771716.0,69450293.0,10171432.0,403672.0,9741273.0,561707.0,896081.0,402368.0,,,,,,,,,,,,1819946.0,,4549760.0,670.0,,51315657.0,,4639078.0,1873057.0,1446046.0,135.0,16262571.0,,,1780106.0,924469.0,423472.0,1833647.0,12019416.0,,,190.0,1827568.0,2021696.0,5446485.0,,410736.0,,379005.0,,410825.0,,,9946346.0,11934207.0,11576121.0,10731711.0,10052494.0,11930177.0,9502109.0,1985764.0,24956782.0,,,1806511.0,618921.0,406280.0,1317987.0,1963588.0,1790639.0,1777667.0,419195.0,,,433968.0,862510.0,,52198019.0,77925706.0,1789450.0,,3389949.0,14777825.0,2267253.0,389825.0,61.0,,1769427.0,,428.0,,1816773.0,38477014.0,388802.0,,397380.0,,,,,,,2132.0,2278.0,493.0,1513.0,2021.0,,,,,,,,,,,,,,,828.0,,,,2692806.0,42376113.0,3859813.0,380542.0,34236922.0,674320.0,387024.0,,407231.0,2822483.0,405669.0,1774350.0,5354781.0,1863491.0,1785572.0,,3580516.0,3866144.0,1775430.0,389857.0,1783448.0,76422319.0,31977213.0,593909.0,,,1897571.0,569279.0,400475.0,,,,,,,,1932756.0,583383.0,1718105.0,,1619208.0,608498.0,1525794.0,,,,5279310.0,,388011.0,4569431.0,758036.0,18282052.0,,393220.0,404015.0,,48617036.0,3313306.0,,,489490.0,455383.0,73984757.0,,4227894.0,12127500.0,16428607.0,1789925.0,4061526.0,391636.0,1761098.0,387490.0,421373.0,398349.0,,,408448.0,404451.0,390680.0,
17.08.29,5665.0,43.0,2183.0,2009.0,231.0,2178585.0,377072.0,78669442.0,1829416.0,388431.0,6369332.0,1775269.0,1765306.0,70572052.0,10062677.0,394188.0,9715343.0,547303.0,898654.0,394811.0,,,,,,,,,,,,1821673.0,,4520368.0,673.0,,51985986.0,,4606388.0,1898728.0,1495054.0,135.0,16230784.0,,,1760920.0,912832.0,417895.0,1826999.0,11872060.0,,,188.0,1796069.0,1970402.0,5403660.0,,406732.0,,374063.0,,414863.0,,,9765517.0,11997356.0,11227962.0,10586191.0,9939569.0,11980217.0,9396060.0,1938229.0,24400190.0,,,1796655.0,621632.0,398957.0,1313876.0,1961857.0,1776633.0,1776098.0,412223.0,,,430393.0,847024.0,,52162993.0,77527441.0,1782554.0,,3387910.0,14883870.0,2238707.0,379639.0,62.0,,1765287.0,,429.0,,1777912.0,37725034.0,381388.0,,398252.0,,,,,,,2154.0,2276.0,518.0,1509.0,2038.0,,,,,,,,,,,,,,,834.0,,,,2728051.0,43371894.0,3922520.0,375159.0,34290570.0,669590.0,380774.0,,398230.0,2849010.0,397325.0,1780648.0,5383848.0,1854753.0,1786143.0,,3568685.0,3858264.0,1763999.0,381773.0,1782773.0,76424448.0,31627753.0,586327.0,,,1913580.0,571500.0,396597.0,,,,,,,,2081484.0,571938.0,1856093.0,,1739343.0,598577.0,1367272.0,,,,5206385.0,,382555.0,4512355.0,764952.0,18400684.0,,384489.0,400735.0,,48592390.0,3336033.0,,,480676.0,441335.0,73122229.0,,4232135.0,12189952.0,16466006.0,1770887.0,4061805.0,385718.0,1760333.0,384353.0,415001.0,395589.0,,,402351.0,397906.0,388326.0,
17.08.30,5668.0,43.0,2158.0,1924.0,229.0,2195290.0,376048.0,78699102.0,1819894.0,383161.0,6360894.0,1771335.0,1753292.0,70741945.0,10223913.0,390532.0,9426832.0,544171.0,904034.0,392850.0,,,,,,,,,,,,1817218.0,,4526378.0,664.0,,51666227.0,,4605946.0,1889775.0,1502694.0,133.0,16209290.0,,,1762309.0,902807.0,410190.0,1824922.0,11946252.0,,,186.0,1787043.0,1936578.0,5452374.0,,401855.0,,373953.0,,416404.0,,,9704773.0,12073742.0,11045697.0,10514638.0,9817693.0,12003925.0,9328354.0,1899073.0,23354531.0,,,1792938.0,622307.0,392573.0,1316572.0,1967206.0,1763168.0,1775906.0,404443.0,,,427268.0,842779.0,,52052069.0,77453784.0,1780321.0,,3406578.0,14941721.0,2256866.0,376512.0,61.0,,1758361.0,,427.0,,1761713.0,37804078.0,381620.0,,388936.0,,,,,,,2166.0,2243.0,583.0,1517.0,2026.0,,,,,,,,,,,,,,,829.0,,,,2660694.0,43714067.0,3809222.0,373607.0,33863979.0,662707.0,377098.0,,394331.0,2816449.0,393821.0,1770154.0,5363433.0,1865263.0,1798896.0,,3570547.0,3875313.0,1763894.0,382329.0,1776311.0,76414467.0,31728605.0,597759.0,,,1937227.0,562962.0,392437.0,,,,,,,,2007120.0,580860.0,1785761.0,,1729162.0,591038.0,1394011.0,,,,5226084.0,,378962.0,4566998.0,779659.0,18400959.0,,378354.0,394253.0,,48910545.0,3311500.0,,,467127.0,423919.0,73127023.0,,4240971.0,12253892.0,16746086.0,1770526.0,4038074.0,386122.0,1756608.0,379003.0,407764.0,398034.0,,,402288.0,394428.0,387525.0,
17.08.31,5629.0,42.0,2172.0,1953.0,230.0,2194382.0,377257.0,78031865.0,1824153.0,384368.0,6398769.0,1772892.0,1751952.0,70655855.0,10622316.0,399772.0,9223836.0,545329.0,909901.0,392369.0,,,,,,,,,,,,1812411.0,,4508202.0,658.0,,51717893.0,,4592442.0,1888869.0,1399704.0,132.0,16436088.0,,,1756455.0,911266.0,411543.0,1825140.0,12034204.0,,,187.0,1790034.0,1896633.0,5403979.0,,398683.0,,373715.0,,421933.0,,,9838537.0,11981411.0,11029199.0,10554195.0,9802245.0,12148380.0,9313003.0,1936417.0,21473137.0,,,1783929.0,624014.0,391509.0,1309441.0,1966984.0,1787402.0,1768224.0,400434.0,,,424959.0,845079.0,,52227194.0,77484637.0,1773868.0,,3431731.0,14953721.0,2228754.0,383496.0,62.0,,1754811.0,,426.0,,1754521.0,38223734.0,387364.0,,388808.0,,,,,,,2143.0,2207.0,562.0,1498.0,2016.0,,,,,,,,,,,,,,,825.0,,,,2689091.0,44739555.0,3856041.0,374318.0,34304080.0,661785.0,378725.0,,391400.0,2794767.0,397149.0,1767524.0,5351052.0,1824969.0,1814766.0,,3614830.0,3938476.0,1762614.0,383245.0,1799253.0,75994845.0,31559298.0,596311.0,,,1972088.0,572748.0,388658.0,,,,,,,,1940738.0,581202.0,1776934.0,,1720180.0,603384.0,1423805.0,,,,5096139.0,,380770.0,4514322.0,776728.0,18546682.0,,378420.0,391742.0,,48555897.0,3274570.0,,,476363.0,417845.0,72404208.0,,4251994.0,12189097.0,16856797.0,1757760.0,4021705.0,385146.0,1765558.0,379970.0,407591.0,385052.0,,,398513.0,393372.0,389619.0,
17.09.01,5610.0,40.0,2231.0,1934.0,228.0,2206221.0,382108.0,78319382.0,1810573.0,391047.0,6472116.0,1762979.0,1746556.0,70864184.0,10458730.0,405552.0,9249305.0,549442.0,913748.0,389912.0,,,,,,,,,,,,1811296.0,,4537959.0,666.0,,51767318.0,,4558824.0,1860145.0,1426209.0,132.0,15972304.0,,,1768159.0,905074.0,413161.0,1807078.0,12154473.0,,,188.0,1788781.0,1899459.0,5456639.0,,403508.0,,375460.0,,413409.0,,,9987480.0,11985497.0,11301072.0,10709037.0,9881429.0,12179265.0,9343828.0,1908665.0,22415810.0,,,1778163.0,622802.0,387624.0,1314658.0,1980993.0,1796459.0,1762157.0,403803.0,,,427470.0,846273.0,,52206587.0,77378352.0,1778813.0,,3495495.0,14985889.0,2223718.0,383783.0,63.0,,1755283.0,,423.0,,1743017.0,38149200.0,384982.0,,390926.0,,,,,,,2145.0,2189.0,652.0,1512.0,2014.0,,,,,,,,,,,,,,,818.0,,,,2652231.0,44144436.0,3922563.0,376629.0,34317573.0,666270.0,381407.0,,391219.0,2782657.0,403247.0,1782089.0,5348210.0,1871888.0,1841972.0,,3636537.0,3921429.0,1756382.0,386002.0,1793033.0,75566175.0,31442383.0,601599.0,,,2009876.0,567524.0,388265.0,,,,,,,,2050812.0,570973.0,1739335.0,,1702343.0,596106.0,1469609.0,,,,4974042.0,,380281.0,4526353.0,762809.0,18829792.0,,383060.0,394642.0,,48573251.0,3263969.0,,,488790.0,426449.0,71888721.0,,4287568.0,12181357.0,17241553.0,1757839.0,4044777.0,386964.0,1764728.0,385655.0,413378.0,391380.0,,,399486.0,392597.0,386899.0,
