x,特殊装备-耳环-军神的古怪耳环,特殊装备-耳环-命运挑战者,特殊装备-耳环-圣物:荣耀的恶魔贵族耳环,特殊装备-耳环-宽容之海,特殊装备-耳环-悲剧人生的归寂,特殊装备-耳环-无尽地狱黑暗之印,特殊装备-耳环-无我灵晶,特殊装备-耳环-时之矛盾,特殊装备-耳环-次元流星坠,特殊装备-耳环-电磁能量传送者,特殊装备-耳环-窥视未来耳环,特殊装备-耳环-腐蚀之黑色十字耳环,特殊装备-耳环-铁腕之力耳坠,特殊装备-辅助装备通用-万疫之源 - 恶魔之舌,特殊装备-辅助装备通用-全元素水晶,特殊装备-辅助装备通用-公爵尤里斯的骨骸,特殊装备-辅助装备通用-军神的遗书,特殊装备-辅助装备通用-冰雪凝香石,特殊装备-辅助装备通用-卡勒特的神投者手套,特殊装备-辅助装备通用-咕噜的玩具,特殊装备-辅助装备通用-哈迪的阴影面罩,特殊装备-辅助装备通用-圣物:荣耀的恶魔贵族臂章,特殊装备-辅助装备通用-失控之怒,特殊装备-辅助装备通用-奸邪之鼠的断尾,特殊装备-辅助装备通用-尸疫之祸,特殊装备-辅助装备通用-巨灵布鲁的封印之铃,特殊装备-辅助装备通用-幽游白书:剑魂,特殊装备-辅助装备通用-幽游白书:圣魂,特殊装备-辅助装备通用-幽游白书:斗魂,特殊装备-辅助装备通用-幽游白书:月魂,特殊装备-辅助装备通用-引路者的旅行书,特殊装备-辅助装备通用-悲情者遗物,特殊装备-辅助装备通用-感染者臂章,特殊装备-辅助装备通用-战术之王的战术指挥棒,特殊装备-辅助装备通用-支配者王冠,特殊装备-辅助装备通用-暗黑术士亲笔古书,特殊装备-辅助装备通用-暴戾搜捕团的祭司面罩,特殊装备-辅助装备通用-暴戾搜捕团的预言之书,特殊装备-辅助装备通用-最佳球手之球,特殊装备-辅助装备通用-末日之刻,特殊装备-辅助装备通用-梦幻列车长的怀表,特殊装备-辅助装备通用-民兵队长的职权臂章,特殊装备-辅助装备通用-浓雾之息,特殊装备-辅助装备通用-煞影之痕,特殊装备-辅助装备通用-牛头械王的能量装置,特殊装备-辅助装备通用-牛头械王的超能心脏,特殊装备-辅助装备通用-牛头械王的超能芯片,特殊装备-辅助装备通用-牛头统帅的图腾柱,特殊装备-辅助装备通用-疯狂伊凡的火药桶,特殊装备-辅助装备通用-疯狂伊凡的灵魂面具,特殊装备-辅助装备通用-盗墓王的铁锄,特殊装备-辅助装备通用-盗墓笔记 - 寻龙诀,特殊装备-辅助装备通用-禁断契约书,特殊装备-辅助装备通用-突击队长的强袭装置,特殊装备-辅助装备通用-突击队长的战斗护盾,特殊装备-辅助装备通用-突击队长的护心仪,特殊装备-辅助装备通用-聚魔漩涡,特殊装备-辅助装备通用-能量回流控制者,特殊装备-辅助装备通用-腐蚀之黑色面具,特殊装备-辅助装备通用-过往时光的轮回,特殊装备-辅助装备通用-锤王波罗丁的权杖,特殊装备-辅助装备通用-青面修罗的面具,特殊装备-辅助装备通用-高贵之天,特殊装备-辅助装备通用-魔剑阿波菲斯的剑鞘,特殊装备-魔法石通用-一粒尘埃,特殊装备-魔法石通用-万疫之源 - 污秽之心,特殊装备-魔法石通用-使徒狄瑞吉的冥玄石,特殊装备-魔法石通用-军神的庇护宝石,特殊装备-魔法石通用-冰雪公主结晶,特殊装备-魔法石通用-哈尼克之心,特殊装备-魔法石通用-哈尼克的血凝石,特殊装备-魔法石通用-圣物:荣耀的恶魔贵族魔法石,特殊装备-魔法石通用-寂寞的呼喊,特殊装备-魔法石通用-巨灵封印之瞳,特殊装备-魔法石通用-戮蛊的记忆之眼,特殊装备-魔法石通用-扭曲的异界魔石,特殊装备-魔法石通用-日落狂沙之石,特殊装备-魔法石通用-时之漩涡,特殊装备-魔法石通用-明与暗,特殊装备-魔法石通用-智慧之地,特殊装备-魔法石通用-暗精灵的融合心脏,特殊装备-魔法石通用-暗黑术士的精髓,特殊装备-魔法石通用-暴戾搜捕团的守护之心,特殊装备-魔法石通用-江山如故,特殊装备-魔法石通用-灵魂掠夺者,特殊装备-魔法石通用-狂乱之天灾降临,特殊装备-魔法石通用-狄瑞吉的邪念之瞳,特殊装备-魔法石通用-王者耀世之威,特殊装备-魔法石通用-电光能量支配者,特殊装备-魔法石通用-疯狂伊凡的超级炸药,特殊装备-魔法石通用-瘟疫之核,特殊装备-魔法石通用-突击队长的核心晶石,特殊装备-魔法石通用-聚灵之核,特殊装备-魔法石通用-腐蚀之黑色尖角,特殊装备-魔法石通用-被困的时之沙,特殊装备-魔法石通用-被诅咒的冰魄魂石,特殊装备-魔法石通用-贪欲之瞳,特殊装备-魔法石通用-赤鬼的次元石,特殊装备-魔法石通用-阿波菲斯之眼,特殊装备-魔法石通用-驱逐伪装者之圣戮石,特殊装备-魔法石通用-骷髅凯恩的血凝石
18.07.15,,,,,,,,,,,,,10247726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092893.0,2179023.0,2821348.0,2266203.0,2090185.0,2106062.0,2222531.0,2125740.0,2099087.0,2147070.0,2158107.0,,2257130.0,2096548.0,,2601185.0,6347135.0,2097727.0,2085017.0,2078601.0,2185218.0,2105283.0,2132188.0,2196732.0,4118944.0,2182062.0,2915105.0,2168773.0,2164142.0,2195107.0,2194622.0,2173431.0,2245981.0,2213549.0,2203318.0,5781961.0,2173821.0,2308254.0,2165227.0,,4531338.0,2168772.0,3808227.0,2205850.0,2294136.0,2214908.0,2170327.0,2200619.0,2198086.0,2199924.0,2202638.0,2419878.0,2166831.0,2183192.0,2094556.0,2087756.0,2184820.0,2459275.0
18.07.16,,,,,,,,,,,,,9954639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082068.0,2214689.0,2723211.0,2226092.0,2084137.0,2091370.0,2118586.0,2092310.0,2088980.0,2140956.0,2170934.0,,2241180.0,2085950.0,,2541821.0,6278529.0,2073833.0,2072965.0,2080170.0,2105103.0,2093411.0,2119035.0,2167845.0,3804413.0,2171779.0,2783517.0,2151177.0,2151805.0,2174356.0,2172623.0,2176198.0,2208818.0,2208551.0,2153477.0,5604977.0,2170353.0,2254642.0,2157016.0,,4491403.0,2157279.0,3757785.0,2159130.0,2252698.0,2195388.0,2155993.0,2195270.0,2207840.0,2165440.0,2194483.0,2373390.0,2157098.0,2163432.0,2088107.0,2069785.0,2162372.0,2331034.0
18.07.17,,,,,,,,,,,,,8991060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034948.0,2169867.0,2682702.0,2118192.0,2053900.0,2052623.0,1964371.0,2074511.0,2066182.0,2089266.0,2099542.0,,2153231.0,2047245.0,,2518263.0,5664903.0,2041849.0,2046546.0,2053357.0,2041685.0,2071332.0,2076106.0,2121085.0,3978804.0,2136720.0,2692911.0,2146870.0,2094226.0,2131322.0,2129679.0,2116974.0,2154958.0,2126703.0,2135745.0,4910627.0,2111240.0,2181055.0,2109816.0,,4332382.0,2120706.0,3673410.0,2108509.0,2188078.0,2134994.0,2110538.0,2138695.0,2138264.0,2104225.0,2131190.0,2234439.0,2108173.0,2112579.0,2039835.0,2036820.0,2143560.0,2320107.0
18.07.18,,,,,,,,,,,,,9471958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078916.0,2183237.0,2781845.0,2193884.0,2086474.0,2097847.0,2057111.0,2088464.0,2082770.0,2155156.0,2098217.0,,2198458.0,2069495.0,,2456566.0,5899118.0,2067010.0,2062265.0,2068557.0,2059043.0,2101769.0,2144216.0,2157889.0,3967734.0,2147476.0,2685344.0,2146898.0,2162727.0,2158240.0,2169900.0,2175710.0,2197964.0,2154191.0,2152666.0,5040745.0,2150930.0,2178231.0,2147088.0,,4466042.0,2154360.0,3764671.0,2154971.0,2199974.0,2192073.0,2147684.0,2193070.0,2209822.0,2141201.0,2172476.0,2261294.0,2146804.0,2152987.0,2058700.0,2066393.0,2147624.0,2408120.0
18.07.19,,,,,,,,,,,,,9592072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086122.0,2182705.0,3262953.0,2127464.0,2113463.0,2095867.0,2198108.0,2082551.0,2098860.0,2165090.0,2114345.0,,2205196.0,2095760.0,,2529607.0,5899238.0,2075383.0,2065236.0,2083330.0,2076209.0,2091402.0,2193770.0,2155547.0,3968817.0,2171370.0,2698216.0,2159944.0,2155321.0,2163961.0,2187365.0,2202846.0,2219027.0,2192468.0,2154247.0,5097831.0,2163804.0,2229771.0,2152933.0,,4443532.0,2160330.0,3812546.0,2156455.0,2232020.0,2192143.0,2108720.0,2175256.0,2154640.0,2155673.0,2179139.0,2285825.0,2161352.0,2162880.0,2078549.0,2075125.0,2169236.0,2925933.0
18.07.20,,,,,,,,,,,,,9711208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086554.0,2201021.0,3622403.0,2183762.0,2163692.0,2131844.0,2361097.0,2113965.0,2116934.0,2208235.0,2149790.0,,2270614.0,2135541.0,,2588664.0,6120584.0,2080112.0,2109810.0,2081385.0,2110477.0,2116172.0,2257579.0,2172232.0,4065492.0,2179822.0,2688177.0,2260497.0,2182192.0,2212786.0,2198344.0,2199233.0,2250703.0,2272549.0,2181754.0,5164772.0,2196917.0,2284027.0,2215734.0,,4579741.0,2200280.0,3883784.0,2200459.0,2248086.0,2158414.0,2166349.0,2244677.0,2191262.0,2178819.0,2206445.0,2334863.0,2165808.0,2197981.0,2102991.0,2105927.0,2171426.0,3039644.0
18.07.21,,,,,,,,,,,,,9964261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112578.0,2210014.0,3545129.0,2332067.0,2143503.0,2141303.0,2359726.0,2126259.0,2126667.0,2210552.0,2198375.0,,2363659.0,2147011.0,,2658469.0,6203658.0,2124368.0,2116587.0,2105895.0,2134969.0,2138731.0,2293485.0,2195878.0,3977365.0,2211533.0,2749068.0,2283277.0,2204050.0,2203425.0,2209291.0,2259108.0,2276490.0,2302453.0,2216206.0,5248835.0,2200661.0,2432005.0,2235472.0,,4600140.0,2234055.0,3998115.0,2243239.0,2274939.0,2252997.0,2237546.0,2271742.0,2179855.0,2214046.0,2246962.0,2397961.0,2210787.0,2210086.0,2095485.0,2109073.0,2197080.0,2613888.0
18.07.22,,,,,,,,,,,,,10018345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082775.0,2210293.0,3462784.0,2212096.0,2120802.0,2103984.0,2233159.0,2106408.0,2091442.0,2236746.0,2156047.0,,2283885.0,2100993.0,,2628676.0,6043990.0,2082918.0,2080472.0,2085795.0,2129364.0,2112614.0,2230739.0,2173048.0,4069439.0,2160931.0,2729322.0,2213929.0,2168587.0,2168958.0,2191168.0,2207946.0,2226695.0,2264599.0,2188919.0,5198956.0,2181888.0,2621914.0,2218681.0,,4651892.0,2203068.0,3987841.0,2174660.0,2240179.0,2200298.0,2227213.0,2246152.0,2168942.0,2170309.0,2217749.0,2358569.0,2172461.0,2179488.0,2086833.0,2083424.0,2181474.0,2397494.0
18.07.23,,,,,,,,,,,,,9558094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065164.0,2159397.0,3193092.0,2200782.0,2059027.0,2083628.0,2150594.0,2071048.0,2064993.0,2166453.0,2100694.0,,2227477.0,2079400.0,,2471009.0,5860299.0,2081964.0,2067211.0,2080784.0,2141306.0,2066259.0,2129569.0,2159676.0,3929347.0,2158532.0,2685444.0,2161785.0,2157846.0,2160478.0,2184986.0,2195463.0,2215804.0,2209765.0,2160043.0,5038116.0,2168384.0,2471867.0,2162392.0,,4340811.0,2166149.0,3800546.0,2164115.0,2198020.0,2179739.0,2154167.0,2187128.0,2150235.0,2166058.0,2197760.0,2262916.0,2165105.0,2159154.0,2068595.0,2077139.0,2163302.0,2263134.0
18.07.24,,,,,,,,,,,,,8715669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064567.0,2153899.0,3136500.0,2138431.0,2059444.0,2072248.0,2082496.0,2074415.0,2067009.0,2135065.0,2099334.0,,2199930.0,2079358.0,,2360436.0,5512293.0,2071875.0,2066232.0,2072645.0,2071014.0,2061520.0,2079446.0,2153170.0,3919084.0,2152706.0,2681437.0,2187866.0,2160006.0,2165847.0,2167653.0,2187417.0,2194359.0,2167951.0,2160034.0,4623843.0,2164709.0,2399299.0,2171205.0,,4367118.0,2149807.0,3760144.0,2174299.0,2185813.0,2183316.0,2100078.0,2174693.0,2119850.0,2148442.0,2174791.0,2246177.0,2160542.0,2175626.0,2074122.0,2063317.0,2156936.0,2163771.0
18.07.25,,,,,,,,,,,,,8460329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059764.0,2141864.0,3108792.0,2115827.0,2051050.0,2051746.0,2065922.0,2068132.0,2073760.0,2137860.0,2081061.0,,2211787.0,2069311.0,,2310305.0,5324596.0,2073393.0,2056381.0,2069024.0,2064993.0,2068942.0,2084181.0,2158944.0,3935952.0,2149041.0,2717454.0,2184784.0,2156580.0,2172944.0,2187182.0,2157614.0,2186499.0,2166341.0,2166344.0,4489740.0,2175400.0,2293751.0,2150303.0,,4365877.0,2172977.0,3727955.0,2161716.0,2189130.0,2181360.0,2141212.0,2176284.0,2150983.0,2154901.0,2179904.0,2231731.0,2161025.0,2157156.0,2066669.0,2071507.0,2155853.0,2183307.0
18.07.26,,,,,,,,,,,,,8360308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074328.0,2149997.0,3200110.0,2197274.0,2074267.0,2084349.0,2091685.0,2077736.0,2074860.0,2175381.0,2097187.0,,2205204.0,2099591.0,,2373731.0,5279002.0,2086994.0,2062966.0,2077320.0,2072391.0,2094603.0,2153977.0,2167614.0,3973619.0,2168361.0,2722819.0,2170342.0,2160944.0,2166051.0,2199057.0,2177471.0,2242973.0,2189755.0,2166316.0,4409129.0,2160987.0,2269049.0,2162148.0,,4392888.0,2179799.0,3770736.0,2176630.0,2208632.0,2251829.0,2159408.0,2174766.0,2162193.0,2165529.0,2223880.0,2259794.0,2181481.0,2168502.0,2096903.0,2097961.0,2237678.0,2176548.0
18.07.27,,,,,,,,,,,,,8456100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2066220.0,2141821.0,3317197.0,2183630.0,2087344.0,2083886.0,2094576.0,2078631.0,2074031.0,2172890.0,2125357.0,,2232133.0,2090294.0,,2381077.0,5277963.0,2073107.0,2063611.0,2077014.0,2087550.0,2074073.0,2078871.0,2173143.0,4169404.0,2161036.0,2666688.0,2155652.0,2176594.0,2194865.0,2169110.0,2154200.0,2224367.0,2170445.0,2160310.0,4454916.0,2160002.0,2272580.0,2212274.0,,4408067.0,2160693.0,3797741.0,2265271.0,2226571.0,2225322.0,2186683.0,2202181.0,2150372.0,2171047.0,2201665.0,2338449.0,2158582.0,2154866.0,2080137.0,2078095.0,2192458.0,2160119.0
18.07.28,,,,,,,,,,,,,8580708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070969.0,2152161.0,3517870.0,2241048.0,2091517.0,2082719.0,2096963.0,2081990.0,2096551.0,2171391.0,2114933.0,,2273881.0,2080191.0,,2456158.0,5292175.0,2077079.0,2067506.0,2088591.0,2090223.0,2088215.0,2106902.0,2161937.0,4101838.0,2154305.0,2703768.0,2179389.0,2189264.0,2192753.0,2164558.0,2203403.0,2273599.0,2181463.0,2170332.0,4455802.0,2170892.0,2310390.0,2196282.0,,4460310.0,2178232.0,3772909.0,2349971.0,2230047.0,2236694.0,2214518.0,2250954.0,2210694.0,2162333.0,2187393.0,2376818.0,2189861.0,2155949.0,2079940.0,2080181.0,2194411.0,2187630.0
18.07.29,,,,,,,,,,,,,8431887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054670.0,2102555.0,3025797.0,2301014.0,2049724.0,2046523.0,2130638.0,2066371.0,2028610.0,2096233.0,2121658.0,,2188113.0,2044717.0,,2344270.0,5188647.0,2065545.0,2030788.0,2069414.0,2053859.0,2054356.0,2056299.0,2124585.0,3952393.0,2106000.0,2556331.0,2112028.0,2123192.0,2124069.0,2115392.0,2136142.0,2178144.0,2125961.0,2113356.0,4450304.0,2121567.0,2332799.0,2127160.0,,4320504.0,2146872.0,3622071.0,2237007.0,2234072.0,2159694.0,2130571.0,2165955.0,2114140.0,2106998.0,2158013.0,2295725.0,2126010.0,2115305.0,2041448.0,2042518.0,2128066.0,2112559.0
18.07.30,,,,,,,,,,,,,8726388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065699.0,2182989.0,3064897.0,2141334.0,2051474.0,2059989.0,2059243.0,2060718.0,2046187.0,2146405.0,2134863.0,,2213671.0,2048721.0,,2287094.0,5370494.0,2043714.0,2036052.0,2055267.0,2056167.0,2055104.0,2083929.0,2129293.0,4048917.0,2123628.0,2562891.0,2129893.0,2140664.0,2150192.0,2125974.0,2139559.0,2177467.0,2125142.0,2134864.0,4547715.0,2129061.0,2226616.0,2135942.0,,4342168.0,2142665.0,3658019.0,2190833.0,2158886.0,2171088.0,2144701.0,2167721.0,2125667.0,2137811.0,2141536.0,2257124.0,2132368.0,2125219.0,2058055.0,2044928.0,2127243.0,2132878.0
18.07.31,,,,,,,,,,,,,8217855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050567.0,2130339.0,3051270.0,2258534.0,2044869.0,2070630.0,2096556.0,2066765.0,2041129.0,2143551.0,2084255.0,,2159211.0,2050081.0,,2234814.0,5101604.0,2038668.0,2029655.0,2048104.0,2073489.0,2046767.0,2068842.0,2116286.0,3994537.0,2145437.0,2532518.0,2130930.0,2132888.0,2121825.0,2151647.0,2130712.0,2138568.0,2122792.0,2120088.0,4172383.0,2122397.0,2272106.0,2124710.0,,4336404.0,2119382.0,3568545.0,2107622.0,2152998.0,2117503.0,2111953.0,2129044.0,2126284.0,2128083.0,2130410.0,2202932.0,2117353.0,2127069.0,2050191.0,2045932.0,2112774.0,2121959.0
18.08.01,,,,,,,,,,,,,8096998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042007.0,2183301.0,3063232.0,2222892.0,2046604.0,2057489.0,2034880.0,2042473.0,2047110.0,2168694.0,2114489.0,,2145948.0,2067693.0,,2198825.0,5011394.0,2061055.0,2033162.0,2039553.0,2046405.0,2040813.0,2057674.0,2116682.0,3966082.0,2116858.0,2516104.0,2121472.0,2128160.0,2115256.0,2125625.0,2102026.0,2138312.0,2133608.0,2119594.0,4093337.0,2122600.0,2219563.0,2127013.0,,4322489.0,2125206.0,3521651.0,2115788.0,2150745.0,2159061.0,2113802.0,2154270.0,2114931.0,2122429.0,2128764.0,2213240.0,2112422.0,2123453.0,2043593.0,2011202.0,2113939.0,2123072.0
18.08.02,,,,,,,,,,,,,8129207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048012.0,2204441.0,3371818.0,2075172.0,2042520.0,2051856.0,2212134.0,2050377.0,2057899.0,2153620.0,2091426.0,,2149682.0,2097973.0,,2191407.0,5032967.0,2036732.0,2028284.0,2041086.0,2045279.0,2042828.0,2058489.0,2110166.0,3966711.0,2155786.0,2530725.0,2136344.0,2127779.0,2112699.0,2144514.0,2124169.0,2158816.0,2114903.0,2130922.0,4089185.0,2113729.0,2202403.0,2128502.0,,4436913.0,2131872.0,3539665.0,2114015.0,2168643.0,2133125.0,2116926.0,2123035.0,2108956.0,2094089.0,2130992.0,2204576.0,2132548.0,2117216.0,2045707.0,2058432.0,2118267.0,2116187.0
18.08.03,,,,,,,,,,,,,8411703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052492.0,2156824.0,3544145.0,2127489.0,2067938.0,2047182.0,2243607.0,2079871.0,2057627.0,2192050.0,2089850.0,,2211811.0,2087271.0,,2382418.0,5206465.0,2051876.0,2026704.0,2047857.0,2043600.0,2064253.0,2110344.0,2124286.0,4146069.0,2164270.0,2578097.0,2128450.0,2144208.0,2120799.0,2162228.0,2119307.0,2203199.0,2140797.0,2149041.0,4147051.0,2123952.0,2250205.0,2131168.0,,4877307.0,2178024.0,3613416.0,2157818.0,2217897.0,2159261.0,2117833.0,2185467.0,2149970.0,2132494.0,2161823.0,2234279.0,2146888.0,2114852.0,2066075.0,2052378.0,2167581.0,2130812.0
18.08.04,,,,,,,,,,,,,8847174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052431.0,2192358.0,3303017.0,2191638.0,2070200.0,2053246.0,2244211.0,2066584.0,2061948.0,2264671.0,2084087.0,,2266697.0,2086109.0,,2440138.0,5451184.0,2044349.0,2031572.0,2039112.0,2042492.0,2057823.0,2087871.0,2166276.0,4718969.0,2157469.0,2590013.0,2172322.0,2169767.0,2155450.0,2202450.0,2222920.0,2299981.0,2212807.0,2171624.0,4294785.0,2161448.0,2243388.0,2159131.0,,5154935.0,2167205.0,3647292.0,2196662.0,2308754.0,2210076.0,2148305.0,2238947.0,2172804.0,2158415.0,2214015.0,2341159.0,2182805.0,2142841.0,2054540.0,2045588.0,2195310.0,2171758.0
18.08.05,,,,,,,,,,,,,8959119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046308.0,2173656.0,3253750.0,2411753.0,2045288.0,2043666.0,2305436.0,2041554.0,2037388.0,2263122.0,2100467.0,,2248827.0,2024773.0,,2401252.0,5681828.0,2036127.0,2024477.0,2033567.0,2030161.0,2039912.0,2065309.0,2145938.0,5119378.0,2143631.0,2569495.0,2194000.0,2143734.0,2160415.0,2226644.0,2174624.0,2349342.0,2188454.0,2154963.0,4373892.0,2147527.0,2286422.0,2150645.0,,5339480.0,2163690.0,3485073.0,2220901.0,2427867.0,2197246.0,2126011.0,2203492.0,2191956.0,2150392.0,2218375.0,2445384.0,2136181.0,2135870.0,2058933.0,2029109.0,2176738.0,2135000.0
18.08.06,,,,,,,,,,,,,8964117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034455.0,2160100.0,3143677.0,2236984.0,2030199.0,2042237.0,2180752.0,2036174.0,2042639.0,2222674.0,2089670.0,,2194116.0,2032900.0,,2370218.0,5649947.0,2039121.0,2019873.0,2026467.0,2058440.0,2054467.0,2039825.0,2127876.0,5077151.0,2115091.0,2513010.0,2235084.0,2145050.0,2133837.0,2179843.0,2159208.0,2276731.0,2171812.0,2125778.0,4346482.0,2154613.0,2211496.0,2146901.0,,5040490.0,2124678.0,3402610.0,2162552.0,2456396.0,2166269.0,2119582.0,2210776.0,2175471.0,2143842.0,2179919.0,2396318.0,2148604.0,2123715.0,2032334.0,2023622.0,2140610.0,2121170.0
18.08.07,,,,,,,,,,,,,8472376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034041.0,2127842.0,2931124.0,2180147.0,2047500.0,2054935.0,2114187.0,2033961.0,2043888.0,2165299.0,2059299.0,,2191260.0,2038923.0,,2350208.0,5345686.0,2042015.0,2020660.0,2039933.0,2029406.0,2032543.0,2038671.0,2129729.0,4867234.0,2121996.0,2506757.0,2172308.0,2149751.0,2132015.0,2172036.0,2142182.0,2221590.0,2166522.0,2153086.0,4200577.0,2140542.0,2203870.0,2258347.0,,4980585.0,2161599.0,3366209.0,2144592.0,2367526.0,2168690.0,2152430.0,2181319.0,2180503.0,2158276.0,2178161.0,2385946.0,2140753.0,2135642.0,2033174.0,2048631.0,2151953.0,2126529.0
18.08.08,,,,,,,,,,,,,8394840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036080.0,2130213.0,2918152.0,2248667.0,2025178.0,2079398.0,2035821.0,2029886.0,2045496.0,2176899.0,2076616.0,,2193190.0,2030667.0,,2346245.0,5280322.0,2041062.0,2024866.0,2019868.0,2062878.0,2049539.0,2051504.0,2154280.0,4727465.0,2154158.0,2443178.0,2150895.0,2145550.0,2154844.0,2178172.0,2129105.0,2190662.0,2190320.0,2229524.0,4181515.0,2145101.0,2224832.0,2153174.0,,5149622.0,2178936.0,3371887.0,2141740.0,2278862.0,2174292.0,2139849.0,2172898.0,2183001.0,2179734.0,2196303.0,2407803.0,2135387.0,2126458.0,2060637.0,2029538.0,2135256.0,2142294.0
18.08.09,,,,,,,,,,,,,8425163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049656.0,2180606.0,3096565.0,2191035.0,2060706.0,2072437.0,2082221.0,2048774.0,2064627.0,2173509.0,2101432.0,,2215788.0,2033427.0,,2374970.0,5245751.0,2049774.0,2036706.0,2041475.0,2089936.0,2052681.0,2050173.0,2159886.0,4865650.0,2141392.0,2560138.0,2190555.0,2190015.0,2144308.0,2181713.0,2152140.0,2259203.0,2178723.0,2195302.0,4213952.0,2169346.0,2254148.0,2181802.0,,5432804.0,2232221.0,3436450.0,2168816.0,2347527.0,2202771.0,2186966.0,2209715.0,2195873.0,2167825.0,2208244.0,2451771.0,2164357.0,2160770.0,2084504.0,2035229.0,2212570.0,2213938.0
18.08.10,,,,,,,,,,,,,8743414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057271.0,2165117.0,3256458.0,2136191.0,2065195.0,2066623.0,2080770.0,2056504.0,2067118.0,2224948.0,2152563.0,,2295383.0,2077394.0,,2389547.0,5306038.0,2041981.0,2048252.0,2038755.0,2113887.0,2066282.0,2067229.0,2177581.0,4919994.0,2200148.0,2642781.0,2214825.0,2230798.0,2174795.0,2216746.0,2199295.0,2287582.0,2249686.0,2286501.0,4302093.0,2180237.0,2270148.0,2216560.0,,5858170.0,2269009.0,3635981.0,2204913.0,2477548.0,2264925.0,2241787.0,2277403.0,2215083.0,2193747.0,2222167.0,2475144.0,2179485.0,2207471.0,2067538.0,2055296.0,2247353.0,2203368.0
18.08.11,,,,,,,,,,,,,9145354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062714.0,2210321.0,3222871.0,2325887.0,2077474.0,2099618.0,2096038.0,2095053.0,2071100.0,2206206.0,2173554.0,,2371198.0,2085818.0,,2484961.0,5506423.0,2068600.0,2059520.0,2083087.0,2082441.0,2061948.0,2070496.0,2177792.0,4940688.0,2173721.0,2694860.0,2204592.0,2246638.0,2181007.0,2203597.0,2243559.0,2283007.0,2236586.0,2215588.0,4492473.0,2180076.0,2293709.0,2189573.0,,5839087.0,2238245.0,3793787.0,2202749.0,2710462.0,2222712.0,2179812.0,2364691.0,2217729.0,2200992.0,2244895.0,2500294.0,2189909.0,2179567.0,2070787.0,2097806.0,2218577.0,2203132.0
18.08.12,,,,,,,,,,,,,9448212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023246.0,2210266.0,3230480.0,2179117.0,2064438.0,2045930.0,2033596.0,2054445.0,2067332.0,2149170.0,2100703.0,,2288754.0,2072054.0,,2468402.0,5714319.0,2036400.0,2048934.0,2048346.0,2061031.0,2038174.0,2060095.0,2184705.0,4807275.0,2153011.0,2658563.0,2184185.0,2153262.0,2174821.0,2200289.0,2195203.0,2291009.0,2197775.0,2170649.0,4590161.0,2175633.0,2272897.0,2174913.0,,5244086.0,2180408.0,3871449.0,2186038.0,2594043.0,2224060.0,2168306.0,2260298.0,2206095.0,2210362.0,2219071.0,2479975.0,2186910.0,2156125.0,2069683.0,2057096.0,2255670.0,2142293.0
